,M,N,Original Size (bits),b1_leading_compressed_size,b1_leading_encoded_size,b1_leading_dic_size_bits,b1_leading_entropy,b2_leading_compressed_size,b2_leading_encoded_size,b2_leading_dic_size_bits,b2_leading_entropy,b3_leading_compressed_size,b3_leading_encoded_size,b3_leading_dic_size_bits,b3_leading_entropy,b1_content_compressed_size,b1_content_encoded_size,b1_content_dic_size_bits,b1_content_entropy,b2_content_compressed_size,b2_content_encoded_size,b2_content_dic_size_bits,b2_content_entropy,b3_content_compressed_size,b3_content_encoded_size,b3_content_dic_size_bits,b3_content_entropy,b1_trailing_compressed_size,b1_trailing_encoded_size,b1_trailing_dic_size_bits,b1_tailing_entropy,b2_trailing_compressed_size,b2_trailing_encoded_size,b2_trailing_dic_size_bits,b2_tailing_entropy,b3_trailing_compressed_size,b3_trailing_encoded_size,b3_trailing_dic_size_bits,b3_tailing_entropy,com_ratio_b1,com_ratio_b2,com_ratio_b3,t_com_ratio_b1,t_com_ratio_b2,t_com_ratio_b3,comp_ratio_zstd_default,comp_ratio_l22,Non_uniform_1x4,bool_array_size_bits,entropy_all,max_com_ratio,t-max_com_ratio
0,4,1,1107840,22324,22261,63,1.0441876675630302,39693,39618,75,1.0441876675630302,57506,57431,75,1.044634520235891,391116,390988,128,14.21133893299412,340393,340265,128,14.592673058594018,241096,240968,128,14.938977771085312,519414,519300,114,9.868926458862887,554034,553920,114,8.89521099029795,623274,623160,114,6.918060850468188,1.187969747434183,1.1863744280110473,1.2021368138122464,1.187581336414916,1.1859718237485548,1.2017234421983,1.0985506556557747,1.097784295850014,1042272,1107840,15.067083879089493,1.2021368138122464,1.2017234421983
