"Group Name","Backend","Compressed Size (Level 3)","Compression Ratio (Level 3)","Compression Time (Level 3)","Run",,,,
"group1","loky",1280183,2.81209795787009,0.0131702423095703,47,,,,
"group2","loky",1290613,2.78937218205612,0.0144779682159424,47,,,,
"group3","loky",1469494,2.44982286419679,0.0158987045288086,47,,,,
"group","default",4031987,2.67858006486628,0.0414910316467285,47,,,,
"group1","loky",1280183,2.81209795787009,0.0142052173614502,48,,,,
"group2","loky",1290613,2.78937218205612,0.0136346817016602,48,,,,
"group3","loky",1469494,2.44982286419679,0.017207145690918,48,,,,
"group","default",4031987,2.67858006486628,0.0424747467041016,48,,,,
"group1","loky",1280183,2.81209795787009,0.0144593715667725,49,,,,
"group2","loky",1290613,2.78937218205612,0.0134217739105225,49,,,,
"group3","loky",1469494,2.44982286419679,0.0152261257171631,49,,,,
"group","default",4031987,2.67858006486628,0.0397672653198242,49,,,,
"group1","loky",1280183,2.81209795787009,0.0137765407562256,50,,,,
"group2","loky",1290613,2.78937218205612,0.0152878761291504,50,,,,
"group3","loky",1469494,2.44982286419679,0.0146553516387939,50,,,,
"group","default",4031987,2.67858006486628,0.0400736331939697,50,,,,
"group1","loky",1280183,2.81209795787009,0.0187077522277832,51,,,,
"group2","loky",1290613,2.78937218205612,0.0194110870361328,51,,,,
"group3","loky",1469494,2.44982286419679,0.0210914611816406,51,,,,
"group","default",4031987,2.67858006486628,0.0403506755828857,51,,,,
"group1","loky",1280183,2.81209795787009,0.0194261074066162,52,,,,
"group2","loky",1290613,2.78937218205612,0.02095627784729,52,,,,
"group3","loky",1469494,2.44982286419679,0.0148563385009766,52,,,,
"group","default",4031987,2.67858006486628,0.0412032604217529,52,,,,
"group1","loky",1280183,2.81209795787009,0.0144765377044678,53,,,,
"group2","loky",1290613,2.78937218205612,0.0136978626251221,53,,,,
"group3","loky",1469494,2.44982286419679,0.014873743057251,53,,,,
"group","default",4031987,2.67858006486628,0.0406930446624756,53,,,,
"group1","loky",1280183,2.81209795787009,0.0137856006622314,54,,,,
"group2","loky",1290613,2.78937218205612,0.0195167064666748,54,,,,
"group3","loky",1469494,2.44982286419679,0.0222358703613281,54,,,,
"group","default",4031987,2.67858006486628,0.0417921543121338,54,,,,
"group1","loky",1280183,2.81209795787009,0.0139102935791016,55,,,,
"group2","loky",1290613,2.78937218205612,0.0134477615356445,55,,,,
"group3","loky",1469494,2.44982286419679,0.0146901607513428,55,,,,
"group","default",4031987,2.67858006486628,0.0414721965789795,55,,,,
"group1","loky",1280183,2.81209795787009,0.0184507369995117,56,,,,
"group2","loky",1290613,2.78937218205612,0.0134167671203613,56,,,,
"group3","loky",1469494,2.44982286419679,0.0145885944366455,56,,,,
"group","default",4031987,2.67858006486628,0.0406651496887207,56,,,,
"group1","loky",1280183,2.81209795787009,0.0139739513397217,57,,,,
"group2","loky",1290613,2.78937218205612,0.0133311748504639,57,,,,
"group3","loky",1469494,2.44982286419679,0.015200138092041,57,,,,
"group","default",4031987,2.67858006486628,0.0414094924926758,57,,,,
"group1","loky",1280183,2.81209795787009,0.012904167175293,58,,,,
"group2","loky",1290613,2.78937218205612,0.0163214206695557,58,,,,
"group3","loky",1469494,2.44982286419679,0.015284538269043,58,,,,
"group","default",4031987,2.67858006486628,0.0468366146087647,58,,,,
"group1","loky",1280183,2.81209795787009,0.0139198303222656,59,,,,
"group2","loky",1290613,2.78937218205612,0.0136744976043701,59,,,,
"group3","loky",1469494,2.44982286419679,0.014876127243042,59,,,,
"group","default",4031987,2.67858006486628,0.0423860549926758,59,,,,
"group1","loky",1280183,2.81209795787009,0.01385498046875,60,,,,
"group2","loky",1290613,2.78937218205612,0.0134346485137939,60,,,,
"group3","loky",1469494,2.44982286419679,0.0149633884429932,60,,,,
"group","default",4031987,2.67858006486628,0.0410985946655273,60,,,,
"group1","loky",1280183,2.81209795787009,0.0185070037841797,61,,,,
"group2","loky",1290613,2.78937218205612,0.018141508102417,61,,,,
"group3","loky",1469494,2.44982286419679,0.0144851207733154,61,,,,
"group","default",4031987,2.67858006486628,0.0440194606781006,61,,,,
"group1","loky",1280183,2.81209795787009,0.0137617588043213,62,,,,
"group2","loky",1290613,2.78937218205612,0.013516902923584,62,,,,
"group3","loky",1469494,2.44982286419679,0.0145599842071533,62,,,,
"group","default",4031987,2.67858006486628,0.0419728755950928,62,,,,
"group1","loky",1280183,2.81209795787009,0.0144510269165039,63,,,,
"group2","loky",1290613,2.78937218205612,0.0192883014678955,63,,,,
"group3","loky",1469494,2.44982286419679,0.0227375030517578,63,,,,
"group","default",4031987,2.67858006486628,0.0403118133544922,63,,,,
"group1","loky",1280183,2.81209795787009,0.0139517784118652,64,,,,
"group2","loky",1290613,2.78937218205612,0.0144689083099365,64,,,,
"group3","loky",1469494,2.44982286419679,0.0148229598999023,64,,,,
"group","default",4031987,2.67858006486628,0.0413112640380859,64,,,,
"group1","loky",1280183,2.81209795787009,0.0186755657196045,65,,,,
"group2","loky",1290613,2.78937218205612,0.0173301696777344,65,,,,
"group3","loky",1469494,2.44982286419679,0.0148622989654541,65,,,,
"group","default",4031987,2.67858006486628,0.0428228378295898,65,,,,
"group1","loky",1280183,2.81209795787009,0.0133743286132813,66,,,,
"group2","loky",1290613,2.78937218205612,0.0157175064086914,66,,,,
"group3","loky",1469494,2.44982286419679,0.0189898014068604,66,,,,
"group","default",4031987,2.67858006486628,0.0406150817871094,66,,,,
"group1","loky",1280183,2.81209795787009,0.0141794681549072,67,,,,
"group2","loky",1290613,2.78937218205612,0.0138094425201416,67,,,,
"group3","loky",1469494,2.44982286419679,0.0153152942657471,67,,,,
"group","default",4031987,2.67858006486628,0.0460472106933594,67,,,,
"group1","loky",1280183,2.81209795787009,0.017357349395752,68,,,,
"group2","loky",1290613,2.78937218205612,0.0172414779663086,68,,,,
"group3","loky",1469494,2.44982286419679,0.0146579742431641,68,,,,
"group","default",4031987,2.67858006486628,0.0420055389404297,68,,,,
"group1","loky",1280183,2.81209795787009,0.013852596282959,69,,,,
"group2","loky",1290613,2.78937218205612,0.0136284828186035,69,,,,
"group3","loky",1469494,2.44982286419679,0.0154421329498291,69,,,,
"group","default",4031987,2.67858006486628,0.0406484603881836,69,,,,
"group1","loky",1280183,2.81209795787009,0.0133872032165527,70,,,,
"group2","loky",1290613,2.78937218205612,0.0137619972229004,70,,,,
"group3","loky",1469494,2.44982286419679,0.0157210826873779,70,,,,
"group","default",4031987,2.67858006486628,0.0408086776733398,70,,,,
"group1","loky",1280183,2.81209795787009,0.0140721797943115,71,,,,
"group2","loky",1290613,2.78937218205612,0.0142896175384521,71,,,,
"group3","loky",1469494,2.44982286419679,0.0157687664031982,71,,,,
"group","default",4031987,2.67858006486628,0.0421416759490967,71,,,,
"group1","loky",1280183,2.81209795787009,0.0149414539337158,72,,,,
"group2","loky",1290613,2.78937218205612,0.0139572620391846,72,,,,
"group3","loky",1469494,2.44982286419679,0.0150549411773682,72,,,,
"group","default",4031987,2.67858006486628,0.0432579517364502,72,,,,
"group1","loky",1280183,2.81209795787009,0.0129756927490234,73,,,,
"group2","loky",1290613,2.78937218205612,0.0136334896087646,73,,,,
"group3","loky",1469494,2.44982286419679,0.015312671661377,73,,,,
"group","default",4031987,2.67858006486628,0.0436985492706299,73,,,,
"group1","loky",1280183,2.81209795787009,0.0133054256439209,74,,,,
"group2","loky",1290613,2.78937218205612,0.017418384552002,74,,,,
"group3","loky",1469494,2.44982286419679,0.0147461891174316,74,,,,
"group","default",4031987,2.67858006486628,0.0409915447235107,74,,,,
"group1","loky",1280183,2.81209795787009,0.0149211883544922,75,,,,
"group2","loky",1290613,2.78937218205612,0.0171914100646973,75,,,,
"group3","loky",1469494,2.44982286419679,0.0149562358856201,75,,,,
"group","default",4031987,2.67858006486628,0.0408318042755127,75,,,,
"group1","loky",1280183,2.81209795787009,0.014249324798584,76,,,,
"group2","loky",1290613,2.78937218205612,0.0141630172729492,76,,,,
"group3","loky",1469494,2.44982286419679,0.0148806571960449,76,,,,
"group","default",4031987,2.67858006486628,0.0415525436401367,76,,,,
"group1","loky",1280183,2.81209795787009,0.0149803161621094,77,,,,
"group2","loky",1290613,2.78937218205612,0.0142648220062256,77,,,,
"group3","loky",1469494,2.44982286419679,0.0164589881896973,77,,,,
"group","default",4031987,2.67858006486628,0.0416691303253174,77,,,,
"group1","loky",1280183,2.81209795787009,0.0138981342315674,78,,,,
"group2","loky",1290613,2.78937218205612,0.013310432434082,78,,,,
"group3","loky",1469494,2.44982286419679,0.0158963203430176,78,,,,
"group","default",4031987,2.67858006486628,0.0403366088867188,78,,,,
"group1","loky",1280183,2.81209795787009,0.0143783092498779,79,,,,
"group2","loky",1290613,2.78937218205612,0.0142004489898682,79,,,,
"group3","loky",1469494,2.44982286419679,0.0146870613098145,79,,,,
"group","default",4031987,2.67858006486628,0.0398614406585693,79,,,,
"group1","loky",1280183,2.81209795787009,0.0137467384338379,80,,,,
"group2","loky",1290613,2.78937218205612,0.0135612487792969,80,,,,
"group3","loky",1469494,2.44982286419679,0.0145664215087891,80,,,,
"group","default",4031987,2.67858006486628,0.041719913482666,80,,,,
"group1","loky",1280183,2.81209795787009,0.0138945579528809,81,,,,
"group2","loky",1290613,2.78937218205612,0.0135347843170166,81,,,,
"group3","loky",1469494,2.44982286419679,0.0165207386016846,81,,,,
"group","default",4031987,2.67858006486628,0.0399999618530273,81,,,,
"group1","loky",1280183,2.81209795787009,0.0146493911743164,82,,,,
"group2","loky",1290613,2.78937218205612,0.0145540237426758,82,,,,
"group3","loky",1469494,2.44982286419679,0.0149083137512207,82,,,,
"group","default",4031987,2.67858006486628,0.0402860641479492,82,,,,
"group1","loky",1280183,2.81209795787009,0.0138685703277588,83,,,,
"group2","loky",1290613,2.78937218205612,0.0134847164154053,83,,,,
"group3","loky",1469494,2.44982286419679,0.0161936283111572,83,,,,
"group","default",4031987,2.67858006486628,0.0407257080078125,83,,,,
"group1","loky",1280183,2.81209795787009,0.0137958526611328,84,,,,
"group2","loky",1290613,2.78937218205612,0.0132987499237061,84,,,,
"group3","loky",1469494,2.44982286419679,0.0172679424285889,84,,,,
"group","default",4031987,2.67858006486628,0.0403332710266113,84,,,,
"group1","loky",1280183,2.81209795787009,0.0131852626800537,85,,,,
"group2","loky",1290613,2.78937218205612,0.0134561061859131,85,,,,
"group3","loky",1469494,2.44982286419679,0.0154387950897217,85,,,,
"group","default",4031987,2.67858006486628,0.041740894317627,85,,,,
"group1","loky",1280183,2.81209795787009,0.0173468589782715,86,,,,
"group2","loky",1290613,2.78937218205612,0.013596773147583,86,,,,
"group3","loky",1469494,2.44982286419679,0.0145277976989746,86,,,,
"group","default",4031987,2.67858006486628,0.0414001941680908,86,,,,
"group1","loky",1280183,2.81209795787009,0.0137579441070557,87,,,,
"group2","loky",1290613,2.78937218205612,0.0134818553924561,87,,,,
"group3","loky",1469494,2.44982286419679,0.0190742015838623,87,,,,
"group","default",4031987,2.67858006486628,0.0424425601959229,87,,,,
"group1","loky",1280183,2.81209795787009,0.0142693519592285,88,,,,
"group2","loky",1290613,2.78937218205612,0.0133697986602783,88,,,,
"group3","loky",1469494,2.44982286419679,0.0149281024932861,88,,,,
"group","default",4031987,2.67858006486628,0.0414390563964844,88,,,,
"group1","loky",1280183,2.81209795787009,0.0136289596557617,89,,,,
"group2","loky",1290613,2.78937218205612,0.0136504173278809,89,,,,
"group3","loky",1469494,2.44982286419679,0.015300989151001,89,,,,
"group","default",4031987,2.67858006486628,0.0431222915649414,89,,,,
"group1","loky",1280183,2.81209795787009,0.0142321586608887,90,,,,
"group2","loky",1290613,2.78937218205612,0.0133852958679199,90,,,,
"group3","loky",1469494,2.44982286419679,0.0151576995849609,90,,,,
"group","default",4031987,2.67858006486628,0.0407874584197998,90,,,,
"group1","loky",1280183,2.81209795787009,0.0132153034210205,91,,,,
"group2","loky",1290613,2.78937218205612,0.0138704776763916,91,,,,
"group3","loky",1469494,2.44982286419679,0.0154929161071777,91,,,,
"group","default",4031987,2.67858006486628,0.0420069694519043,91,,,,
"group1","loky",1280183,2.81209795787009,0.013275146484375,92,,,,
"group2","loky",1290613,2.78937218205612,0.0147180557250977,92,,,,
"group3","loky",1469494,2.44982286419679,0.019634485244751,92,,,,
"group","default",4031987,2.67858006486628,0.040522575378418,92,,,,
"group1","loky",1280183,2.81209795787009,0.0137481689453125,93,,,,
"group2","loky",1290613,2.78937218205612,0.0134282112121582,93,,,,
"group3","loky",1469494,2.44982286419679,0.0151207447052002,93,,,,
"group","default",4031987,2.67858006486628,0.0407481193542481,93,,,,
"group1","loky",1280183,2.81209795787009,0.0195684432983398,94,,,,
"group2","loky",1290613,2.78937218205612,0.0164103507995605,94,,,,
"group3","loky",1469494,2.44982286419679,0.0153365135192871,94,,,,
"group","default",4031987,2.67858006486628,0.0401926040649414,94,,,,
"group1","loky",1280183,2.81209795787009,0.0137856006622314,95,,,,
"group2","loky",1290613,2.78937218205612,0.0138993263244629,95,,,,
"group3","loky",1469494,2.44982286419679,0.0152556896209717,95,,,,
"group","default",4031987,2.67858006486628,0.0401384830474854,95,,,,
"group1","loky",1280183,2.81209795787009,0.013296365737915,96,,,,
"group2","loky",1290613,2.78937218205612,0.0136423110961914,96,,,,
"group3","loky",1469494,2.44982286419679,0.018634557723999,96,,,,
"group","default",4031987,2.67858006486628,0.0412392616271973,96,,,,
"group1","loky",1280183,2.81209795787009,0.0135161876678467,97,,,,
"group2","loky",1290613,2.78937218205612,0.0177934169769287,97,,,,
"group3","loky",1469494,2.44982286419679,0.0173342227935791,97,,,,
"group","default",4031987,2.67858006486628,0.0410263538360596,97,,,,
"group1","loky",1280183,2.81209795787009,0.0137231349945068,98,,,,
"group2","loky",1290613,2.78937218205612,0.0148885250091553,98,,,,
"group3","loky",1469494,2.44982286419679,0.0148911476135254,98,,,,
"group","default",4031987,2.67858006486628,0.0410020351409912,98,,,,
"group1","loky",1280183,2.81209795787009,0.0141880512237549,99,,,,
"group2","loky",1290613,2.78937218205612,0.0198960304260254,99,,,,
"group3","loky",1469494,2.44982286419679,0.0165572166442871,99,,,,
"group","default",4031987,2.67858006486628,0.0401506423950195,99,,,,
"group1","loky",1280183,2.81209795787009,0.018646240234375,100,,,,
"group2","loky",1290613,2.78937218205612,0.0131282806396484,100,,,,
"group3","loky",1469494,2.44982286419679,0.019007682800293,100,,,,
"group","default",4031987,2.67858006486628,0.0413155555725098,100,,,,
"group1","loky",1280183,2.81209795787009,0.0195479393005371,101,,,,
"group2","loky",1290613,2.78937218205612,0.0186247825622559,101,,,,
"group3","loky",1469494,2.44982286419679,0.0147333145141602,101,,,,
"group","default",4031987,2.67858006486628,0.0412189960479736,101,,,,
"group1","loky",1280183,2.81209795787009,0.0135948657989502,102,,,,
"group2","loky",1290613,2.78937218205612,0.0133638381958008,102,,,,
"group3","loky",1469494,2.44982286419679,0.0173752307891846,102,,,,
"group","default",4031987,2.67858006486628,0.0407962799072266,102,,,,
"group1","loky",1280183,2.81209795787009,0.0146737098693848,103,,,,
"group2","loky",1290613,2.78937218205612,0.0146191120147705,103,,,,
"group3","loky",1469494,2.44982286419679,0.0147256851196289,103,,,,
"group","default",4031987,2.67858006486628,0.0437164306640625,103,,,,
