,M,N,Original Size (bits),b1_leading_compressed_size,b1_leading_encoded_size,b1_leading_dic_size_bits,b1_leading_entropy,b1_leading_Wieght_size,b1_content_compressed_size,b1_content_encoded_size,b1_content_dic_size_bits,b1_content_entropy,b1_content_Wieght_size,b1_trailing_compressed_size,b1_trailing_encoded_size,b1_trailing_dic_size_bits,b1_tailing_entropy,b1_tailingt_Wieght_size,b1_RLe_leading_size,b1_RLe_content_size,b1_RLe_tailing_size,b1_zstd_leading_size,b1_zstd_content_size,b1_zstd_tailing_size,b1_zstd22_leading_size,b1_zstd22_content_size_22,b1_zstd22_tailing_size,b1_zstd_leading_comp_ratio,b1_zstd_content_comp_ratio,b1_zstd_tailing_comp_ratio,b1_zstd22_leading_comp_ratio,b1_zstd22_content_comp_ratio_22,b1_zstd22_tailing_comp_ratio,b1_gzip_leading_size,b1_gzip_content_size,b1_gzip_tailing_size,b1_gzip_leading_comp_ratio,b1_gzip_content_comp_ratio,b1_gzip_tailing_comp_ratio,b1_fpzip_leading_size,b1_fpzip_content_size,b1_fpzip_tailing_size,b1_fpzip_leading_comp_ratio,b1_fpzip_content_comp_ratio,b1_fpzip_tailing_comp_ratio,com_ratio_b1,t_com_ratio_b1,R_com_ratio_b1,zstd_22_com_ratio_b1,zstd_com_ratio_b1,gzip_com_ratio_b1,fpzip_com_ratio_b1,comp_ratio_zstd_default,comp_ratio_l22,comp_ratio_zlib,comp_ratio_bz2,Non_uniform_1x4,Non_uniform_1x4_1,bool_array_size_bits,entropy_remainig,entropy_float,verify_flag_final,len(metadata),len(non_consecutive_array),dataset_name,max_com_ratio,t-max_com_ratio,max_Decom+zstd_22_com_ratio,max_Decom+zstd_com_ratio,max_Decom+zlib_com_ratio,max_Decom+bz2_com_ratio,sum_entropy_b1,sum_entropy_sh_b1,sum_entropy_b1_gzip,sum_entropy_b1_sh_gzip
0,1,8,128000000,4712497,4712440,57,0.7160739871220918,0.25,63565071,63561181,3890,7.999952398212557,0.5,32003842,32000000,3842,15.611783352683075,0.25,1349996,67924958,35873851,333296,63022104,32000824,161624,62033352,32000816,96.01075320435889,1.0155167145800146,0.9999742506630455,197.9903974657229,1.0317030748233627,0.9999745006502334,1231744,62330920,32009848,25.979424295957603,1.026777721233699,0.9996923446809245,291320,58107880,32149176,109.84484415762735,1.1013996724712725,0.9953598810744014,1.2765072082118187,1.2764080600781342,1.2173224412773878,1.3588717423810184,1.3423350320583165,1.339297223871232,1.4136090082940858,1.15999129136538,1.1654896192753335,1.166612966013575,1.1738561688709483,0.4841678438943012,0.7929835281027879,128000000,21.632566759920497,21.632566760377014,False,0,4000000,num_brain_f64,1.2765072082118187,1.2764080600781342,1.3588717423810184,1.3423350320583165,1.339297223871232,1.4136090082940858,8.08194053405757,24.327809738017724,8.08194053405757,24.327809738017724
