Group Name,Backend,Compressed Size (Level 3),Compression Ratio (Level 3),Compression Time (Level 3),Run
group1,loky,1280183,2.8120979578700855,0.015251874923706055,578
group2,loky,1290613,2.7893721820561237,0.016452789306640625,578
group3,loky,1469494,2.4498228641967916,0.014620304107666016,578
group,default,4031987,2.6785800648662805,0.04182624816894531,578
group1,loky,1280183,2.8120979578700855,0.01331639289855957,579
group2,loky,1290613,2.7893721820561237,0.017370223999023438,579
group3,loky,1469494,2.4498228641967916,0.014980316162109375,579
group,default,4031987,2.6785800648662805,0.04802656173706055,579
group1,loky,1280183,2.8120979578700855,0.014096260070800781,580
group2,loky,1290613,2.7893721820561237,0.014279603958129883,580
group3,loky,1469494,2.4498228641967916,0.014704704284667969,580
group,default,4031987,2.6785800648662805,0.04082345962524414,580
group1,loky,1280183,2.8120979578700855,0.014662981033325195,581
group2,loky,1290613,2.7893721820561237,0.013803243637084961,581
group3,loky,1469494,2.4498228641967916,0.014888286590576172,581
group,default,4031987,2.6785800648662805,0.04082012176513672,581
group1,loky,1280183,2.8120979578700855,0.014407634735107422,582
group2,loky,1290613,2.7893721820561237,0.018129348754882812,582
group3,loky,1469494,2.4498228641967916,0.014742374420166016,582
group,default,4031987,2.6785800648662805,0.040845394134521484,582
group1,loky,1280183,2.8120979578700855,0.01817035675048828,583
group2,loky,1290613,2.7893721820561237,0.0207059383392334,583
group3,loky,1469494,2.4498228641967916,0.022588729858398438,583
group,default,4031987,2.6785800648662805,0.04104900360107422,583
group1,loky,1280183,2.8120979578700855,0.013455867767333984,584
group2,loky,1290613,2.7893721820561237,0.016736507415771484,584
group3,loky,1469494,2.4498228641967916,0.01639533042907715,584
group,default,4031987,2.6785800648662805,0.0410158634185791,584
group1,loky,1280183,2.8120979578700855,0.013586759567260742,585
group2,loky,1290613,2.7893721820561237,0.014377355575561523,585
group3,loky,1469494,2.4498228641967916,0.015021800994873047,585
group,default,4031987,2.6785800648662805,0.04984426498413086,585
group1,loky,1280183,2.8120979578700855,0.014591455459594727,586
group2,loky,1290613,2.7893721820561237,0.017320871353149414,586
group3,loky,1469494,2.4498228641967916,0.015651702880859375,586
group,default,4031987,2.6785800648662805,0.04130387306213379,586
group1,loky,1280183,2.8120979578700855,0.015572071075439453,587
group2,loky,1290613,2.7893721820561237,0.015413522720336914,587
group3,loky,1469494,2.4498228641967916,0.01569962501525879,587
group,default,4031987,2.6785800648662805,0.04206347465515137,587
group1,loky,1280183,2.8120979578700855,0.013986587524414062,588
group2,loky,1290613,2.7893721820561237,0.013898849487304688,588
group3,loky,1469494,2.4498228641967916,0.015569925308227539,588
group,default,4031987,2.6785800648662805,0.0408480167388916,588
group1,loky,1280183,2.8120979578700855,0.020705223083496094,589
group2,loky,1290613,2.7893721820561237,0.013269662857055664,589
group3,loky,1469494,2.4498228641967916,0.021591901779174805,589
group,default,4031987,2.6785800648662805,0.04055166244506836,589
group1,loky,1280183,2.8120979578700855,0.013359308242797852,590
group2,loky,1290613,2.7893721820561237,0.01318979263305664,590
group3,loky,1469494,2.4498228641967916,0.019930124282836914,590
group,default,4031987,2.6785800648662805,0.04194831848144531,590
group1,loky,1280183,2.8120979578700855,0.015437126159667969,591
group2,loky,1290613,2.7893721820561237,0.013440847396850586,591
group3,loky,1469494,2.4498228641967916,0.015042781829833984,591
group,default,4031987,2.6785800648662805,0.0428919792175293,591
group1,loky,1280183,2.8120979578700855,0.01497960090637207,592
group2,loky,1290613,2.7893721820561237,0.019067764282226562,592
group3,loky,1469494,2.4498228641967916,0.014617204666137695,592
group,default,4031987,2.6785800648662805,0.041831016540527344,592
group1,loky,1280183,2.8120979578700855,0.013878583908081055,593
group2,loky,1290613,2.7893721820561237,0.013398170471191406,593
group3,loky,1469494,2.4498228641967916,0.015460729598999023,593
group,default,4031987,2.6785800648662805,0.03991985321044922,593
group1,loky,1280183,2.8120979578700855,0.018039703369140625,594
group2,loky,1290613,2.7893721820561237,0.015709877014160156,594
group3,loky,1469494,2.4498228641967916,0.014734029769897461,594
group,default,4031987,2.6785800648662805,0.04105210304260254,594
group1,loky,1280183,2.8120979578700855,0.013380289077758789,595
group2,loky,1290613,2.7893721820561237,0.015651702880859375,595
group3,loky,1469494,2.4498228641967916,0.01598834991455078,595
group,default,4031987,2.6785800648662805,0.04034566879272461,595
group1,loky,1280183,2.8120979578700855,0.013276100158691406,596
group2,loky,1290613,2.7893721820561237,0.016003847122192383,596
group3,loky,1469494,2.4498228641967916,0.016367197036743164,596
group,default,4031987,2.6785800648662805,0.04046201705932617,596
group1,loky,1280183,2.8120979578700855,0.01687002182006836,597
group2,loky,1290613,2.7893721820561237,0.016290664672851562,597
group3,loky,1469494,2.4498228641967916,0.015314817428588867,597
group,default,4031987,2.6785800648662805,0.04026532173156738,597
group1,loky,1280183,2.8120979578700855,0.01709890365600586,598
group2,loky,1290613,2.7893721820561237,0.016605377197265625,598
group3,loky,1469494,2.4498228641967916,0.014765739440917969,598
group,default,4031987,2.6785800648662805,0.039994001388549805,598
group1,loky,1280183,2.8120979578700855,0.015078544616699219,599
group2,loky,1290613,2.7893721820561237,0.013434648513793945,599
group3,loky,1469494,2.4498228641967916,0.015161275863647461,599
group,default,4031987,2.6785800648662805,0.04228854179382324,599
group1,loky,1280183,2.8120979578700855,0.012930154800415039,600
group2,loky,1290613,2.7893721820561237,0.017288684844970703,600
group3,loky,1469494,2.4498228641967916,0.015729188919067383,600
group,default,4031987,2.6785800648662805,0.04006052017211914,600
group1,loky,1280183,2.8120979578700855,0.013021469116210938,601
group2,loky,1290613,2.7893721820561237,0.018325090408325195,601
group3,loky,1469494,2.4498228641967916,0.01654648780822754,601
group,default,4031987,2.6785800648662805,0.04037976264953613,601
group1,loky,1280183,2.8120979578700855,0.014810562133789062,602
group2,loky,1290613,2.7893721820561237,0.015440702438354492,602
group3,loky,1469494,2.4498228641967916,0.01655268669128418,602
group,default,4031987,2.6785800648662805,0.04101753234863281,602
group1,loky,1280183,2.8120979578700855,0.0186767578125,603
group2,loky,1290613,2.7893721820561237,0.017644405364990234,603
group3,loky,1469494,2.4498228641967916,0.014693737030029297,603
group,default,4031987,2.6785800648662805,0.0431666374206543,603
group1,loky,1280183,2.8120979578700855,0.013572931289672852,604
group2,loky,1290613,2.7893721820561237,0.015799283981323242,604
group3,loky,1469494,2.4498228641967916,0.016330242156982422,604
group,default,4031987,2.6785800648662805,0.04043412208557129,604
group1,loky,1280183,2.8120979578700855,0.013435602188110352,605
group2,loky,1290613,2.7893721820561237,0.013322591781616211,605
group3,loky,1469494,2.4498228641967916,0.014877557754516602,605
group,default,4031987,2.6785800648662805,0.040474653244018555,605
group1,loky,1280183,2.8120979578700855,0.01866936683654785,606
group2,loky,1290613,2.7893721820561237,0.013035058975219727,606
group3,loky,1469494,2.4498228641967916,0.02021026611328125,606
group,default,4031987,2.6785800648662805,0.04052114486694336,606
group1,loky,1280183,2.8120979578700855,0.013010978698730469,607
group2,loky,1290613,2.7893721820561237,0.013966798782348633,607
group3,loky,1469494,2.4498228641967916,0.019288063049316406,607
group,default,4031987,2.6785800648662805,0.04343247413635254,607
group1,loky,1280183,2.8120979578700855,0.013282060623168945,608
group2,loky,1290613,2.7893721820561237,0.01331639289855957,608
group3,loky,1469494,2.4498228641967916,0.018850088119506836,608
group,default,4031987,2.6785800648662805,0.04040050506591797,608
group1,loky,1280183,2.8120979578700855,0.014274358749389648,609
group2,loky,1290613,2.7893721820561237,0.013434410095214844,609
group3,loky,1469494,2.4498228641967916,0.015146732330322266,609
group,default,4031987,2.6785800648662805,0.041452884674072266,609
group1,loky,1280183,2.8120979578700855,0.015209674835205078,610
group2,loky,1290613,2.7893721820561237,0.013355255126953125,610
group3,loky,1469494,2.4498228641967916,0.014730691909790039,610
group,default,4031987,2.6785800648662805,0.041945457458496094,610
group1,loky,1280183,2.8120979578700855,0.015118598937988281,611
group2,loky,1290613,2.7893721820561237,0.01378178596496582,611
group3,loky,1469494,2.4498228641967916,0.016030073165893555,611
group,default,4031987,2.6785800648662805,0.04108881950378418,611
group1,loky,1280183,2.8120979578700855,0.01808929443359375,612
group2,loky,1290613,2.7893721820561237,0.013196945190429688,612
group3,loky,1469494,2.4498228641967916,0.01539468765258789,612
group,default,4031987,2.6785800648662805,0.04101896286010742,612
group1,loky,1280183,2.8120979578700855,0.015786409378051758,613
group2,loky,1290613,2.7893721820561237,0.01880645751953125,613
group3,loky,1469494,2.4498228641967916,0.018406391143798828,613
group,default,4031987,2.6785800648662805,0.041371822357177734,613
group1,loky,1280183,2.8120979578700855,0.016002178192138672,614
group2,loky,1290613,2.7893721820561237,0.013363361358642578,614
group3,loky,1469494,2.4498228641967916,0.016085386276245117,614
group,default,4031987,2.6785800648662805,0.039658308029174805,614
group1,loky,1280183,2.8120979578700855,0.017223358154296875,615
group2,loky,1290613,2.7893721820561237,0.013302087783813477,615
group3,loky,1469494,2.4498228641967916,0.01491236686706543,615
group,default,4031987,2.6785800648662805,0.04024362564086914,615
group1,loky,1280183,2.8120979578700855,0.013582706451416016,616
group2,loky,1290613,2.7893721820561237,0.013634443283081055,616
group3,loky,1469494,2.4498228641967916,0.014723062515258789,616
group,default,4031987,2.6785800648662805,0.04066872596740723,616
group1,loky,1280183,2.8120979578700855,0.015314102172851562,617
group2,loky,1290613,2.7893721820561237,0.015111684799194336,617
group3,loky,1469494,2.4498228641967916,0.014847278594970703,617
group,default,4031987,2.6785800648662805,0.04084277153015137,617
group1,loky,1280183,2.8120979578700855,0.01455378532409668,618
group2,loky,1290613,2.7893721820561237,0.014723539352416992,618
group3,loky,1469494,2.4498228641967916,0.014666318893432617,618
group,default,4031987,2.6785800648662805,0.040702104568481445,618
group1,loky,1280183,2.8120979578700855,0.013048887252807617,619
group2,loky,1290613,2.7893721820561237,0.01532888412475586,619
group3,loky,1469494,2.4498228641967916,0.015788555145263672,619
group,default,4031987,2.6785800648662805,0.04038429260253906,619
group1,loky,1280183,2.8120979578700855,0.01324772834777832,620
group2,loky,1290613,2.7893721820561237,0.01343989372253418,620
group3,loky,1469494,2.4498228641967916,0.020937442779541016,620
group,default,4031987,2.6785800648662805,0.040717363357543945,620
group1,loky,1280183,2.8120979578700855,0.01416921615600586,621
group2,loky,1290613,2.7893721820561237,0.013663530349731445,621
group3,loky,1469494,2.4498228641967916,0.014743804931640625,621
group,default,4031987,2.6785800648662805,0.04154467582702637,621
group1,loky,1280183,2.8120979578700855,0.015440940856933594,622
group2,loky,1290613,2.7893721820561237,0.0133056640625,622
group3,loky,1469494,2.4498228641967916,0.017006874084472656,622
group,default,4031987,2.6785800648662805,0.03988814353942871,622
group1,loky,1280183,2.8120979578700855,0.01378321647644043,623
group2,loky,1290613,2.7893721820561237,0.013291597366333008,623
group3,loky,1469494,2.4498228641967916,0.016649723052978516,623
group,default,4031987,2.6785800648662805,0.041828155517578125,623
group1,loky,1280183,2.8120979578700855,0.013581991195678711,624
group2,loky,1290613,2.7893721820561237,0.014740943908691406,624
group3,loky,1469494,2.4498228641967916,0.015123367309570312,624
group,default,4031987,2.6785800648662805,0.04014778137207031,624
group1,loky,1280183,2.8120979578700855,0.019266605377197266,625
group2,loky,1290613,2.7893721820561237,0.01323699951171875,625
group3,loky,1469494,2.4498228641967916,0.01537775993347168,625
group,default,4031987,2.6785800648662805,0.040345191955566406,625
group1,loky,1280183,2.8120979578700855,0.012879371643066406,626
group2,loky,1290613,2.7893721820561237,0.015599250793457031,626
group3,loky,1469494,2.4498228641967916,0.016414403915405273,626
group,default,4031987,2.6785800648662805,0.04305291175842285,626
group1,loky,1280183,2.8120979578700855,0.013601303100585938,627
group2,loky,1290613,2.7893721820561237,0.013307809829711914,627
group3,loky,1469494,2.4498228641967916,0.014772176742553711,627
group,default,4031987,2.6785800648662805,0.04183697700500488,627
group1,loky,1280183,2.8120979578700855,0.014698982238769531,628
group2,loky,1290613,2.7893721820561237,0.013622760772705078,628
group3,loky,1469494,2.4498228641967916,0.015075206756591797,628
group,default,4031987,2.6785800648662805,0.039937734603881836,628
group1,loky,1280183,2.8120979578700855,0.013463258743286133,629
group2,loky,1290613,2.7893721820561237,0.01343846321105957,629
group3,loky,1469494,2.4498228641967916,0.014902114868164062,629
group,default,4031987,2.6785800648662805,0.04039883613586426,629
group1,loky,1280183,2.8120979578700855,0.013213396072387695,630
group2,loky,1290613,2.7893721820561237,0.014043569564819336,630
group3,loky,1469494,2.4498228641967916,0.016135215759277344,630
group,default,4031987,2.6785800648662805,0.04030203819274902,630
group1,loky,1280183,2.8120979578700855,0.01370549201965332,631
group2,loky,1290613,2.7893721820561237,0.01628899574279785,631
group3,loky,1469494,2.4498228641967916,0.014707565307617188,631
group,default,4031987,2.6785800648662805,0.04016876220703125,631
group1,loky,1280183,2.8120979578700855,0.014521598815917969,632
group2,loky,1290613,2.7893721820561237,0.014475584030151367,632
group3,loky,1469494,2.4498228641967916,0.015123367309570312,632
group,default,4031987,2.6785800648662805,0.04151201248168945,632
group1,loky,1280183,2.8120979578700855,0.014249563217163086,633
group2,loky,1290613,2.7893721820561237,0.01401066780090332,633
group3,loky,1469494,2.4498228641967916,0.014907360076904297,633
group,default,4031987,2.6785800648662805,0.04198336601257324,633
group1,loky,1280183,2.8120979578700855,0.01345515251159668,634
group2,loky,1290613,2.7893721820561237,0.013362407684326172,634
group3,loky,1469494,2.4498228641967916,0.014875650405883789,634
group,default,4031987,2.6785800648662805,0.04051780700683594,634
group1,loky,1280183,2.8120979578700855,0.012964010238647461,635
group2,loky,1290613,2.7893721820561237,0.013877391815185547,635
group3,loky,1469494,2.4498228641967916,0.014745473861694336,635
group,default,4031987,2.6785800648662805,0.04040265083312988,635
group1,loky,1280183,2.8120979578700855,0.01341557502746582,636
group2,loky,1290613,2.7893721820561237,0.013413190841674805,636
group3,loky,1469494,2.4498228641967916,0.014627695083618164,636
group,default,4031987,2.6785800648662805,0.04302334785461426,636
group1,loky,1280183,2.8120979578700855,0.015034675598144531,637
group2,loky,1290613,2.7893721820561237,0.014069795608520508,637
group3,loky,1469494,2.4498228641967916,0.014813423156738281,637
group,default,4031987,2.6785800648662805,0.04085135459899902,637
group1,loky,1280183,2.8120979578700855,0.013765096664428711,638
group2,loky,1290613,2.7893721820561237,0.013646364212036133,638
group3,loky,1469494,2.4498228641967916,0.014863014221191406,638
group,default,4031987,2.6785800648662805,0.041355133056640625,638
group1,loky,1280183,2.8120979578700855,0.01433420181274414,639
group2,loky,1290613,2.7893721820561237,0.013560056686401367,639
group3,loky,1469494,2.4498228641967916,0.015284538269042969,639
group,default,4031987,2.6785800648662805,0.03995227813720703,639
group1,loky,1280183,2.8120979578700855,0.013206243515014648,640
group2,loky,1290613,2.7893721820561237,0.0140838623046875,640
group3,loky,1469494,2.4498228641967916,0.01483297348022461,640
group,default,4031987,2.6785800648662805,0.04081320762634277,640
group1,loky,1280183,2.8120979578700855,0.01362466812133789,641
group2,loky,1290613,2.7893721820561237,0.013412714004516602,641
group3,loky,1469494,2.4498228641967916,0.014637231826782227,641
group,default,4031987,2.6785800648662805,0.04061698913574219,641
group1,loky,1280183,2.8120979578700855,0.01757669448852539,642
group2,loky,1290613,2.7893721820561237,0.016846656799316406,642
group3,loky,1469494,2.4498228641967916,0.021183490753173828,642
group,default,4031987,2.6785800648662805,0.04065370559692383,642
group1,loky,1280183,2.8120979578700855,0.01300048828125,643
group2,loky,1290613,2.7893721820561237,0.013755321502685547,643
group3,loky,1469494,2.4498228641967916,0.01862311363220215,643
group,default,4031987,2.6785800648662805,0.042502641677856445,643
group1,loky,1280183,2.8120979578700855,0.013571739196777344,644
group2,loky,1290613,2.7893721820561237,0.013681173324584961,644
group3,loky,1469494,2.4498228641967916,0.015114068984985352,644
group,default,4031987,2.6785800648662805,0.04377555847167969,644
group1,loky,1280183,2.8120979578700855,0.013889312744140625,645
group2,loky,1290613,2.7893721820561237,0.01820826530456543,645
group3,loky,1469494,2.4498228641967916,0.014674663543701172,645
group,default,4031987,2.6785800648662805,0.040659189224243164,645
group1,loky,1280183,2.8120979578700855,0.013585805892944336,646
group2,loky,1290613,2.7893721820561237,0.0135345458984375,646
group3,loky,1469494,2.4498228641967916,0.01485443115234375,646
group,default,4031987,2.6785800648662805,0.04557323455810547,646
group1,loky,1280183,2.8120979578700855,0.013896703720092773,647
group2,loky,1290613,2.7893721820561237,0.01343846321105957,647
group3,loky,1469494,2.4498228641967916,0.014796257019042969,647
group,default,4031987,2.6785800648662805,0.0401458740234375,647
group1,loky,1280183,2.8120979578700855,0.013820171356201172,648
group2,loky,1290613,2.7893721820561237,0.01332545280456543,648
group3,loky,1469494,2.4498228641967916,0.014832496643066406,648
group,default,4031987,2.6785800648662805,0.040247201919555664,648
group1,loky,1280183,2.8120979578700855,0.014475822448730469,649
group2,loky,1290613,2.7893721820561237,0.013738870620727539,649
group3,loky,1469494,2.4498228641967916,0.016115427017211914,649
group,default,4031987,2.6785800648662805,0.04007363319396973,649
group1,loky,1280183,2.8120979578700855,0.013854742050170898,650
group2,loky,1290613,2.7893721820561237,0.013469696044921875,650
group3,loky,1469494,2.4498228641967916,0.015236139297485352,650
group,default,4031987,2.6785800648662805,0.042168378829956055,650
group1,loky,1280183,2.8120979578700855,0.01984095573425293,651
group2,loky,1290613,2.7893721820561237,0.019800901412963867,651
group3,loky,1469494,2.4498228641967916,0.016939640045166016,651
group,default,4031987,2.6785800648662805,0.04031038284301758,651
group1,loky,1280183,2.8120979578700855,0.014998435974121094,652
group2,loky,1290613,2.7893721820561237,0.014907121658325195,652
group3,loky,1469494,2.4498228641967916,0.015177011489868164,652
group,default,4031987,2.6785800648662805,0.0403447151184082,652
group1,loky,1280183,2.8120979578700855,0.017569541931152344,653
group2,loky,1290613,2.7893721820561237,0.013277769088745117,653
group3,loky,1469494,2.4498228641967916,0.01849818229675293,653
group,default,4031987,2.6785800648662805,0.04298830032348633,653
group1,loky,1280183,2.8120979578700855,0.013056039810180664,654
group2,loky,1290613,2.7893721820561237,0.016971588134765625,654
group3,loky,1469494,2.4498228641967916,0.014890670776367188,654
group,default,4031987,2.6785800648662805,0.04034709930419922,654
group1,loky,1280183,2.8120979578700855,0.01445317268371582,655
group2,loky,1290613,2.7893721820561237,0.014532804489135742,655
group3,loky,1469494,2.4498228641967916,0.014863967895507812,655
group,default,4031987,2.6785800648662805,0.04183030128479004,655
group1,loky,1280183,2.8120979578700855,0.014048099517822266,656
group2,loky,1290613,2.7893721820561237,0.013864517211914062,656
group3,loky,1469494,2.4498228641967916,0.015197277069091797,656
group,default,4031987,2.6785800648662805,0.040537357330322266,656
group1,loky,1280183,2.8120979578700855,0.013943195343017578,657
group2,loky,1290613,2.7893721820561237,0.01371455192565918,657
group3,loky,1469494,2.4498228641967916,0.014704227447509766,657
group,default,4031987,2.6785800648662805,0.04085421562194824,657
group1,loky,1280183,2.8120979578700855,0.01364278793334961,658
group2,loky,1290613,2.7893721820561237,0.015074729919433594,658
group3,loky,1469494,2.4498228641967916,0.014769792556762695,658
group,default,4031987,2.6785800648662805,0.04424619674682617,658
group1,loky,1280183,2.8120979578700855,0.013219594955444336,659
group2,loky,1290613,2.7893721820561237,0.013499975204467773,659
group3,loky,1469494,2.4498228641967916,0.017798662185668945,659
group,default,4031987,2.6785800648662805,0.040955543518066406,659
group1,loky,1280183,2.8120979578700855,0.013777732849121094,660
group2,loky,1290613,2.7893721820561237,0.01661968231201172,660
group3,loky,1469494,2.4498228641967916,0.014754295349121094,660
group,default,4031987,2.6785800648662805,0.04093170166015625,660
group1,loky,1280183,2.8120979578700855,0.013104915618896484,661
group2,loky,1290613,2.7893721820561237,0.013388872146606445,661
group3,loky,1469494,2.4498228641967916,0.016402006149291992,661
group,default,4031987,2.6785800648662805,0.04140591621398926,661
group1,loky,1280183,2.8120979578700855,0.013338565826416016,662
group2,loky,1290613,2.7893721820561237,0.013223409652709961,662
group3,loky,1469494,2.4498228641967916,0.015329122543334961,662
group,default,4031987,2.6785800648662805,0.04195404052734375,662
group1,loky,1280183,2.8120979578700855,0.014035940170288086,663
group2,loky,1290613,2.7893721820561237,0.01998114585876465,663
group3,loky,1469494,2.4498228641967916,0.022290706634521484,663
group,default,4031987,2.6785800648662805,0.04130268096923828,663
group1,loky,1280183,2.8120979578700855,0.013947486877441406,664
group2,loky,1290613,2.7893721820561237,0.014356851577758789,664
group3,loky,1469494,2.4498228641967916,0.014800786972045898,664
group,default,4031987,2.6785800648662805,0.04101419448852539,664
group1,loky,1280183,2.8120979578700855,0.019154071807861328,665
group2,loky,1290613,2.7893721820561237,0.018931865692138672,665
group3,loky,1469494,2.4498228641967916,0.014620542526245117,665
group,default,4031987,2.6785800648662805,0.040251731872558594,665
group1,loky,1280183,2.8120979578700855,0.015764951705932617,666
group2,loky,1290613,2.7893721820561237,0.014312982559204102,666
group3,loky,1469494,2.4498228641967916,0.015442848205566406,666
group,default,4031987,2.6785800648662805,0.042708396911621094,666
group1,loky,1280183,2.8120979578700855,0.014841318130493164,667
group2,loky,1290613,2.7893721820561237,0.0138397216796875,667
group3,loky,1469494,2.4498228641967916,0.01651310920715332,667
group,default,4031987,2.6785800648662805,0.042113542556762695,667
group1,loky,1280183,2.8120979578700855,0.014925479888916016,668
group2,loky,1290613,2.7893721820561237,0.013367176055908203,668
group3,loky,1469494,2.4498228641967916,0.016252517700195312,668
group,default,4031987,2.6785800648662805,0.04016232490539551,668
group1,loky,1280183,2.8120979578700855,0.01409292221069336,669
group2,loky,1290613,2.7893721820561237,0.013613224029541016,669
group3,loky,1469494,2.4498228641967916,0.01519465446472168,669
group,default,4031987,2.6785800648662805,0.040903568267822266,669
group1,loky,1280183,2.8120979578700855,0.013265371322631836,670
group2,loky,1290613,2.7893721820561237,0.013581514358520508,670
group3,loky,1469494,2.4498228641967916,0.015123128890991211,670
group,default,4031987,2.6785800648662805,0.04221701622009277,670
group1,loky,1280183,2.8120979578700855,0.013324737548828125,671
group2,loky,1290613,2.7893721820561237,0.013614892959594727,671
group3,loky,1469494,2.4498228641967916,0.019162654876708984,671
group,default,4031987,2.6785800648662805,0.04030442237854004,671
group1,loky,1280183,2.8120979578700855,0.013817787170410156,672
group2,loky,1290613,2.7893721820561237,0.015015602111816406,672
group3,loky,1469494,2.4498228641967916,0.014872312545776367,672
group,default,4031987,2.6785800648662805,0.04152226448059082,672
group1,loky,1280183,2.8120979578700855,0.013137102127075195,673
group2,loky,1290613,2.7893721820561237,0.013535022735595703,673
group3,loky,1469494,2.4498228641967916,0.014940977096557617,673
group,default,4031987,2.6785800648662805,0.042130470275878906,673
group1,loky,1280183,2.8120979578700855,0.013707637786865234,674
group2,loky,1290613,2.7893721820561237,0.014390945434570312,674
group3,loky,1469494,2.4498228641967916,0.015161514282226562,674
group,default,4031987,2.6785800648662805,0.04071545600891113,674
group1,loky,1280183,2.8120979578700855,0.014144659042358398,675
group2,loky,1290613,2.7893721820561237,0.013396263122558594,675
group3,loky,1469494,2.4498228641967916,0.014990091323852539,675
group,default,4031987,2.6785800648662805,0.04042649269104004,675
group1,loky,1280183,2.8120979578700855,0.014288187026977539,676
group2,loky,1290613,2.7893721820561237,0.013419628143310547,676
group3,loky,1469494,2.4498228641967916,0.015142679214477539,676
group,default,4031987,2.6785800648662805,0.04041743278503418,676
group1,loky,1280183,2.8120979578700855,0.013701677322387695,677
group2,loky,1290613,2.7893721820561237,0.014837265014648438,677
group3,loky,1469494,2.4498228641967916,0.018625497817993164,677
group,default,4031987,2.6785800648662805,0.03991961479187012,677
group1,loky,1280183,2.8120979578700855,0.01588273048400879,678
group2,loky,1290613,2.7893721820561237,0.014380216598510742,678
group3,loky,1469494,2.4498228641967916,0.014608144760131836,678
group,default,4031987,2.6785800648662805,0.040155887603759766,678
group1,loky,1280183,2.8120979578700855,0.01554560661315918,679
group2,loky,1290613,2.7893721820561237,0.01337575912475586,679
group3,loky,1469494,2.4498228641967916,0.014837026596069336,679
group,default,4031987,2.6785800648662805,0.04033398628234863,679
group1,loky,1280183,2.8120979578700855,0.013944387435913086,680
group2,loky,1290613,2.7893721820561237,0.013348579406738281,680
group3,loky,1469494,2.4498228641967916,0.01489710807800293,680
group,default,4031987,2.6785800648662805,0.04090094566345215,680
group1,loky,1280183,2.8120979578700855,0.014181137084960938,681
group2,loky,1290613,2.7893721820561237,0.013462305068969727,681
group3,loky,1469494,2.4498228641967916,0.01473546028137207,681
group,default,4031987,2.6785800648662805,0.04167485237121582,681
group1,loky,1280183,2.8120979578700855,0.013414144515991211,682
group2,loky,1290613,2.7893721820561237,0.013250112533569336,682
group3,loky,1469494,2.4498228641967916,0.021538734436035156,682
group,default,4031987,2.6785800648662805,0.04277944564819336,682
group1,loky,1280183,2.8120979578700855,0.013483524322509766,683
group2,loky,1290613,2.7893721820561237,0.01360011100769043,683
group3,loky,1469494,2.4498228641967916,0.014629602432250977,683
group,default,4031987,2.6785800648662805,0.04094815254211426,683
group1,loky,1280183,2.8120979578700855,0.013831377029418945,684
group2,loky,1290613,2.7893721820561237,0.013420820236206055,684
group3,loky,1469494,2.4498228641967916,0.01488947868347168,684
group,default,4031987,2.6785800648662805,0.0410463809967041,684
group1,loky,1280183,2.8120979578700855,0.013239383697509766,685
group2,loky,1290613,2.7893721820561237,0.013764142990112305,685
group3,loky,1469494,2.4498228641967916,0.015494346618652344,685
group,default,4031987,2.6785800648662805,0.04047131538391113,685
group1,loky,1280183,2.8120979578700855,0.014053583145141602,686
group2,loky,1290613,2.7893721820561237,0.013673543930053711,686
group3,loky,1469494,2.4498228641967916,0.014652013778686523,686
group,default,4031987,2.6785800648662805,0.04152941703796387,686
group1,loky,1280183,2.8120979578700855,0.01860666275024414,687
group2,loky,1290613,2.7893721820561237,0.017920970916748047,687
group3,loky,1469494,2.4498228641967916,0.014595985412597656,687
group,default,4031987,2.6785800648662805,0.04175424575805664,687
group1,loky,1280183,2.8120979578700855,0.013916492462158203,688
group2,loky,1290613,2.7893721820561237,0.014185428619384766,688
group3,loky,1469494,2.4498228641967916,0.02085113525390625,688
group,default,4031987,2.6785800648662805,0.040468454360961914,688
group1,loky,1280183,2.8120979578700855,0.014091968536376953,689
group2,loky,1290613,2.7893721820561237,0.013449430465698242,689
group3,loky,1469494,2.4498228641967916,0.015132427215576172,689
group,default,4031987,2.6785800648662805,0.0421905517578125,689
group1,loky,1280183,2.8120979578700855,0.014687776565551758,690
group2,loky,1290613,2.7893721820561237,0.01440882682800293,690
group3,loky,1469494,2.4498228641967916,0.014678955078125,690
group,default,4031987,2.6785800648662805,0.0416722297668457,690
group1,loky,1280183,2.8120979578700855,0.015445470809936523,691
group2,loky,1290613,2.7893721820561237,0.015649080276489258,691
group3,loky,1469494,2.4498228641967916,0.015614986419677734,691
group,default,4031987,2.6785800648662805,0.0459284782409668,691
group1,loky,1280183,2.8120979578700855,0.01437830924987793,692
group2,loky,1290613,2.7893721820561237,0.013228893280029297,692
group3,loky,1469494,2.4498228641967916,0.01492452621459961,692
group,default,4031987,2.6785800648662805,0.04050731658935547,692
group1,loky,1280183,2.8120979578700855,0.015447854995727539,693
group2,loky,1290613,2.7893721820561237,0.01334691047668457,693
group3,loky,1469494,2.4498228641967916,0.019016742706298828,693
group,default,4031987,2.6785800648662805,0.04096031188964844,693
group1,loky,1280183,2.8120979578700855,0.014765262603759766,694
group2,loky,1290613,2.7893721820561237,0.013411760330200195,694
group3,loky,1469494,2.4498228641967916,0.014696121215820312,694
group,default,4031987,2.6785800648662805,0.041762590408325195,694
group1,loky,1280183,2.8120979578700855,0.014780759811401367,695
group2,loky,1290613,2.7893721820561237,0.013429880142211914,695
group3,loky,1469494,2.4498228641967916,0.01526188850402832,695
group,default,4031987,2.6785800648662805,0.04048895835876465,695
group1,loky,1280183,2.8120979578700855,0.013163566589355469,696
