Group Name,Backend,Compressed Size (Level 3),Compression Ratio (Level 3),Compression Time (Level 3),Run
group3,loky,1469494,2.4498228641967916,0.016012907028198242,28
group,default,4031987,2.6785800648662805,0.040534257888793945,28
group1,loky,1280183,2.8120979578700855,0.015561819076538086,29
group2,loky,1290613,2.7893721820561237,0.013318061828613281,29
group3,loky,1469494,2.4498228641967916,0.014909744262695312,29
group,default,4031987,2.6785800648662805,0.040574073791503906,29
group1,loky,1280183,2.8120979578700855,0.015100479125976562,30
group2,loky,1290613,2.7893721820561237,0.013365507125854492,30
group3,loky,1469494,2.4498228641967916,0.016086816787719727,30
group,default,4031987,2.6785800648662805,0.040589332580566406,30
group1,loky,1280183,2.8120979578700855,0.013616323471069336,31
group2,loky,1290613,2.7893721820561237,0.013186931610107422,31
group3,loky,1469494,2.4498228641967916,0.015831947326660156,31
group,default,4031987,2.6785800648662805,0.04106330871582031,31
group1,loky,1280183,2.8120979578700855,0.013633251190185547,32
group2,loky,1290613,2.7893721820561237,0.019209861755371094,32
group3,loky,1469494,2.4498228641967916,0.02219223976135254,32
group,default,4031987,2.6785800648662805,0.04177403450012207,32
group1,loky,1280183,2.8120979578700855,0.015470266342163086,33
group2,loky,1290613,2.7893721820561237,0.015273809432983398,33
group3,loky,1469494,2.4498228641967916,0.015068292617797852,33
group,default,4031987,2.6785800648662805,0.041177988052368164,33
group1,loky,1280183,2.8120979578700855,0.014080286026000977,34
group2,loky,1290613,2.7893721820561237,0.013416767120361328,34
group3,loky,1469494,2.4498228641967916,0.015451431274414062,34
group,default,4031987,2.6785800648662805,0.04348635673522949,34
group1,loky,1280183,2.8120979578700855,0.013983964920043945,35
group2,loky,1290613,2.7893721820561237,0.013738393783569336,35
group3,loky,1469494,2.4498228641967916,0.017904043197631836,35
group,default,4031987,2.6785800648662805,0.04125523567199707,35
group1,loky,1280183,2.8120979578700855,0.013511419296264648,36
group2,loky,1290613,2.7893721820561237,0.013253211975097656,36
group3,loky,1469494,2.4498228641967916,0.015003681182861328,36
group,default,4031987,2.6785800648662805,0.040781497955322266,36
group1,loky,1280183,2.8120979578700855,0.014790773391723633,37
group2,loky,1290613,2.7893721820561237,0.014217138290405273,37
group3,loky,1469494,2.4498228641967916,0.015294551849365234,37
group,default,4031987,2.6785800648662805,0.0413365364074707,37
group1,loky,1280183,2.8120979578700855,0.014101982116699219,38
group2,loky,1290613,2.7893721820561237,0.014868736267089844,38
group3,loky,1469494,2.4498228641967916,0.015575885772705078,38
group,default,4031987,2.6785800648662805,0.04075288772583008,38
group1,loky,1280183,2.8120979578700855,0.016438007354736328,39
group2,loky,1290613,2.7893721820561237,0.01779341697692871,39
group3,loky,1469494,2.4498228641967916,0.01622772216796875,39
group,default,4031987,2.6785800648662805,0.0418248176574707,39
group1,loky,1280183,2.8120979578700855,0.014684677124023438,40
group2,loky,1290613,2.7893721820561237,0.013641595840454102,40
group3,loky,1469494,2.4498228641967916,0.014888525009155273,40
group,default,4031987,2.6785800648662805,0.04154539108276367,40
group1,loky,1280183,2.8120979578700855,0.01312112808227539,41
group2,loky,1290613,2.7893721820561237,0.01575946807861328,41
group3,loky,1469494,2.4498228641967916,0.015500783920288086,41
group,default,4031987,2.6785800648662805,0.03970909118652344,41
group1,loky,1280183,2.8120979578700855,0.013128519058227539,42
group2,loky,1290613,2.7893721820561237,0.013228654861450195,42
group3,loky,1469494,2.4498228641967916,0.021210670471191406,42
group,default,4031987,2.6785800648662805,0.04049372673034668,42
group1,loky,1280183,2.8120979578700855,0.013318538665771484,43
group2,loky,1290613,2.7893721820561237,0.014447212219238281,43
group3,loky,1469494,2.4498228641967916,0.016230106353759766,43
group,default,4031987,2.6785800648662805,0.04094409942626953,43
group1,loky,1280183,2.8120979578700855,0.013339519500732422,44
group2,loky,1290613,2.7893721820561237,0.013499975204467773,44
group3,loky,1469494,2.4498228641967916,0.015295743942260742,44
group,default,4031987,2.6785800648662805,0.04064035415649414,44
group1,loky,1280183,2.8120979578700855,0.013351917266845703,45
group2,loky,1290613,2.7893721820561237,0.013261556625366211,45
group3,loky,1469494,2.4498228641967916,0.015566587448120117,45
group,default,4031987,2.6785800648662805,0.039825439453125,45
group1,loky,1280183,2.8120979578700855,0.02034783363342285,46
group2,loky,1290613,2.7893721820561237,0.019757509231567383,46
group3,loky,1469494,2.4498228641967916,0.01685810089111328,46
group,default,4031987,2.6785800648662805,0.045633792877197266,46
group1,loky,1280183,2.8120979578700855,0.01393580436706543,47
group2,loky,1290613,2.7893721820561237,0.013880014419555664,47
group3,loky,1469494,2.4498228641967916,0.014665365219116211,47
group,default,4031987,2.6785800648662805,0.04072856903076172,47
group1,loky,1280183,2.8120979578700855,0.015120506286621094,48
group2,loky,1290613,2.7893721820561237,0.014750242233276367,48
group3,loky,1469494,2.4498228641967916,0.015125751495361328,48
group,default,4031987,2.6785800648662805,0.04175376892089844,48
group1,loky,1280183,2.8120979578700855,0.014078378677368164,49
group2,loky,1290613,2.7893721820561237,0.013814926147460938,49
group3,loky,1469494,2.4498228641967916,0.020003318786621094,49
group,default,4031987,2.6785800648662805,0.04087328910827637,49
group1,loky,1280183,2.8120979578700855,0.013496160507202148,50
group2,loky,1290613,2.7893721820561237,0.013551950454711914,50
group3,loky,1469494,2.4498228641967916,0.015358686447143555,50
group,default,4031987,2.6785800648662805,0.040190935134887695,50
group1,loky,1280183,2.8120979578700855,0.012972354888916016,51
group2,loky,1290613,2.7893721820561237,0.01373291015625,51
group3,loky,1469494,2.4498228641967916,0.014607906341552734,51
group,default,4031987,2.6785800648662805,0.041800498962402344,51
group1,loky,1280183,2.8120979578700855,0.01446223258972168,52
group2,loky,1290613,2.7893721820561237,0.013876676559448242,52
group3,loky,1469494,2.4498228641967916,0.014643669128417969,52
group,default,4031987,2.6785800648662805,0.04059720039367676,52
group1,loky,1280183,2.8120979578700855,0.013859748840332031,53
group2,loky,1290613,2.7893721820561237,0.014774560928344727,53
group3,loky,1469494,2.4498228641967916,0.014772653579711914,53
group,default,4031987,2.6785800648662805,0.04041719436645508,53
group1,loky,1280183,2.8120979578700855,0.014832735061645508,54
group2,loky,1290613,2.7893721820561237,0.013290166854858398,54
group3,loky,1469494,2.4498228641967916,0.01467275619506836,54
group,default,4031987,2.6785800648662805,0.040689945220947266,54
group1,loky,1280183,2.8120979578700855,0.01411581039428711,55
group2,loky,1290613,2.7893721820561237,0.013870716094970703,55
group3,loky,1469494,2.4498228641967916,0.014868974685668945,55
group,default,4031987,2.6785800648662805,0.041692495346069336,55
group1,loky,1280183,2.8120979578700855,0.013396978378295898,56
group2,loky,1290613,2.7893721820561237,0.013587474822998047,56
group3,loky,1469494,2.4498228641967916,0.015431880950927734,56
group,default,4031987,2.6785800648662805,0.040910959243774414,56
group1,loky,1280183,2.8120979578700855,0.014872550964355469,57
group2,loky,1290613,2.7893721820561237,0.01360177993774414,57
group3,loky,1469494,2.4498228641967916,0.015052080154418945,57
group,default,4031987,2.6785800648662805,0.0402226448059082,57
group1,loky,1280183,2.8120979578700855,0.013369321823120117,58
group2,loky,1290613,2.7893721820561237,0.013290166854858398,58
group3,loky,1469494,2.4498228641967916,0.01937103271484375,58
group,default,4031987,2.6785800648662805,0.040358543395996094,58
group1,loky,1280183,2.8120979578700855,0.013670206069946289,59
group2,loky,1290613,2.7893721820561237,0.013309717178344727,59
group3,loky,1469494,2.4498228641967916,0.01658320426940918,59
group,default,4031987,2.6785800648662805,0.040108442306518555,59
group1,loky,1280183,2.8120979578700855,0.01715874671936035,60
group2,loky,1290613,2.7893721820561237,0.015611886978149414,60
group3,loky,1469494,2.4498228641967916,0.01495051383972168,60
group,default,4031987,2.6785800648662805,0.04000544548034668,60
group1,loky,1280183,2.8120979578700855,0.01444697380065918,61
group2,loky,1290613,2.7893721820561237,0.01650834083557129,61
group3,loky,1469494,2.4498228641967916,0.017670631408691406,61
group,default,4031987,2.6785800648662805,0.040448665618896484,61
group1,loky,1280183,2.8120979578700855,0.014244794845581055,62
group2,loky,1290613,2.7893721820561237,0.013649702072143555,62
group3,loky,1469494,2.4498228641967916,0.014863967895507812,62
group,default,4031987,2.6785800648662805,0.04041886329650879,62
group1,loky,1280183,2.8120979578700855,0.013229608535766602,63
group2,loky,1290613,2.7893721820561237,0.015898704528808594,63
group3,loky,1469494,2.4498228641967916,0.016159772872924805,63
group,default,4031987,2.6785800648662805,0.040785789489746094,63
group1,loky,1280183,2.8120979578700855,0.013462305068969727,64
group2,loky,1290613,2.7893721820561237,0.013468503952026367,64
group3,loky,1469494,2.4498228641967916,0.017848730087280273,64
group,default,4031987,2.6785800648662805,0.041237831115722656,64
group1,loky,1280183,2.8120979578700855,0.013650178909301758,65
group2,loky,1290613,2.7893721820561237,0.013962984085083008,65
group3,loky,1469494,2.4498228641967916,0.015165328979492188,65
group,default,4031987,2.6785800648662805,0.039984941482543945,65
group1,loky,1280183,2.8120979578700855,0.013003826141357422,66
group2,loky,1290613,2.7893721820561237,0.01790785789489746,66
group3,loky,1469494,2.4498228641967916,0.015498638153076172,66
group,default,4031987,2.6785800648662805,0.044207096099853516,66
group1,loky,1280183,2.8120979578700855,0.01299905776977539,67
group2,loky,1290613,2.7893721820561237,0.01421809196472168,67
group3,loky,1469494,2.4498228641967916,0.01774740219116211,67
group,default,4031987,2.6785800648662805,0.041039228439331055,67
group1,loky,1280183,2.8120979578700855,0.013939619064331055,68
group2,loky,1290613,2.7893721820561237,0.013768911361694336,68
group3,loky,1469494,2.4498228641967916,0.017002105712890625,68
group,default,4031987,2.6785800648662805,0.04160594940185547,68
group1,loky,1280183,2.8120979578700855,0.015004634857177734,69
group2,loky,1290613,2.7893721820561237,0.01334691047668457,69
group3,loky,1469494,2.4498228641967916,0.015298128128051758,69
group,default,4031987,2.6785800648662805,0.04067850112915039,69
group1,loky,1280183,2.8120979578700855,0.01360011100769043,70
group2,loky,1290613,2.7893721820561237,0.013668060302734375,70
group3,loky,1469494,2.4498228641967916,0.014823436737060547,70
group,default,4031987,2.6785800648662805,0.040618896484375,70
group1,loky,1280183,2.8120979578700855,0.014519214630126953,71
group2,loky,1290613,2.7893721820561237,0.013536214828491211,71
group3,loky,1469494,2.4498228641967916,0.014728784561157227,71
group,default,4031987,2.6785800648662805,0.04013872146606445,71
group1,loky,1280183,2.8120979578700855,0.013200759887695312,72
group2,loky,1290613,2.7893721820561237,0.013970136642456055,72
group3,loky,1469494,2.4498228641967916,0.017468690872192383,72
group,default,4031987,2.6785800648662805,0.0402216911315918,72
group1,loky,1280183,2.8120979578700855,0.014650583267211914,73
group2,loky,1290613,2.7893721820561237,0.019190549850463867,73
group3,loky,1469494,2.4498228641967916,0.014592409133911133,73
group,default,4031987,2.6785800648662805,0.04165339469909668,73
group1,loky,1280183,2.8120979578700855,0.01288604736328125,74
group2,loky,1290613,2.7893721820561237,0.014338016510009766,74
group3,loky,1469494,2.4498228641967916,0.01819753646850586,74
group,default,4031987,2.6785800648662805,0.04397416114807129,74
group1,loky,1280183,2.8120979578700855,0.014209747314453125,75
group2,loky,1290613,2.7893721820561237,0.013544797897338867,75
group3,loky,1469494,2.4498228641967916,0.015085458755493164,75
group,default,4031987,2.6785800648662805,0.040108680725097656,75
group1,loky,1280183,2.8120979578700855,0.013022422790527344,76
group2,loky,1290613,2.7893721820561237,0.01992511749267578,76
group3,loky,1469494,2.4498228641967916,0.014642477035522461,76
group,default,4031987,2.6785800648662805,0.04027891159057617,76
group1,loky,1280183,2.8120979578700855,0.013964414596557617,77
group2,loky,1290613,2.7893721820561237,0.013773441314697266,77
group3,loky,1469494,2.4498228641967916,0.015329122543334961,77
group,default,4031987,2.6785800648662805,0.041582584381103516,77
group1,loky,1280183,2.8120979578700855,0.014249086380004883,78
group2,loky,1290613,2.7893721820561237,0.0133514404296875,78
group3,loky,1469494,2.4498228641967916,0.014640569686889648,78
group,default,4031987,2.6785800648662805,0.044515132904052734,78
group1,loky,1280183,2.8120979578700855,0.019396305084228516,79
group2,loky,1290613,2.7893721820561237,0.01967644691467285,79
group3,loky,1469494,2.4498228641967916,0.014364480972290039,79
group,default,4031987,2.6785800648662805,0.04069662094116211,79
group1,loky,1280183,2.8120979578700855,0.017122268676757812,80
group2,loky,1290613,2.7893721820561237,0.013207435607910156,80
group3,loky,1469494,2.4498228641967916,0.017304182052612305,80
group,default,4031987,2.6785800648662805,0.04153895378112793,80
group1,loky,1280183,2.8120979578700855,0.014110565185546875,81
group2,loky,1290613,2.7893721820561237,0.013988018035888672,81
group3,loky,1469494,2.4498228641967916,0.015192508697509766,81
group,default,4031987,2.6785800648662805,0.04089498519897461,81
group1,loky,1280183,2.8120979578700855,0.014607429504394531,82
group2,loky,1290613,2.7893721820561237,0.014266490936279297,82
group3,loky,1469494,2.4498228641967916,0.014917612075805664,82
group,default,4031987,2.6785800648662805,0.04329204559326172,82
group1,loky,1280183,2.8120979578700855,0.017090559005737305,83
group2,loky,1290613,2.7893721820561237,0.015287399291992188,83
group3,loky,1469494,2.4498228641967916,0.01753544807434082,83
group,default,4031987,2.6785800648662805,0.04017066955566406,83
group1,loky,1280183,2.8120979578700855,0.013112783432006836,84
group2,loky,1290613,2.7893721820561237,0.017742156982421875,84
group3,loky,1469494,2.4498228641967916,0.01488637924194336,84
group,default,4031987,2.6785800648662805,0.042299509048461914,84
group1,loky,1280183,2.8120979578700855,0.0131683349609375,85
group2,loky,1290613,2.7893721820561237,0.013516664505004883,85
group3,loky,1469494,2.4498228641967916,0.01597285270690918,85
group,default,4031987,2.6785800648662805,0.040361642837524414,85
group1,loky,1280183,2.8120979578700855,0.013768434524536133,86
group2,loky,1290613,2.7893721820561237,0.013478994369506836,86
group3,loky,1469494,2.4498228641967916,0.01508641242980957,86
group,default,4031987,2.6785800648662805,0.0410916805267334,86
group1,loky,1280183,2.8120979578700855,0.017159223556518555,87
group2,loky,1290613,2.7893721820561237,0.014201879501342773,87
group3,loky,1469494,2.4498228641967916,0.014952421188354492,87
group,default,4031987,2.6785800648662805,0.040270328521728516,87
group1,loky,1280183,2.8120979578700855,0.013337373733520508,88
group2,loky,1290613,2.7893721820561237,0.01740550994873047,88
group3,loky,1469494,2.4498228641967916,0.014511346817016602,88
group,default,4031987,2.6785800648662805,0.040253400802612305,88
group1,loky,1280183,2.8120979578700855,0.013480901718139648,89
group2,loky,1290613,2.7893721820561237,0.013351917266845703,89
group3,loky,1469494,2.4498228641967916,0.015084505081176758,89
group,default,4031987,2.6785800648662805,0.04073190689086914,89
group1,loky,1280183,2.8120979578700855,0.013202905654907227,90
group2,loky,1290613,2.7893721820561237,0.01340031623840332,90
group3,loky,1469494,2.4498228641967916,0.015440225601196289,90
group,default,4031987,2.6785800648662805,0.04111909866333008,90
group1,loky,1280183,2.8120979578700855,0.013000249862670898,91
group2,loky,1290613,2.7893721820561237,0.01385807991027832,91
group3,loky,1469494,2.4498228641967916,0.014758586883544922,91
group,default,4031987,2.6785800648662805,0.04071354866027832,91
group1,loky,1280183,2.8120979578700855,0.018752574920654297,92
group2,loky,1290613,2.7893721820561237,0.017619609832763672,92
group3,loky,1469494,2.4498228641967916,0.014554738998413086,92
group,default,4031987,2.6785800648662805,0.04160571098327637,92
group1,loky,1280183,2.8120979578700855,0.013401508331298828,93
group2,loky,1290613,2.7893721820561237,0.01453852653503418,93
group3,loky,1469494,2.4498228641967916,0.016083478927612305,93
group,default,4031987,2.6785800648662805,0.040093421936035156,93
group1,loky,1280183,2.8120979578700855,0.014363765716552734,94
group2,loky,1290613,2.7893721820561237,0.015568256378173828,94
group3,loky,1469494,2.4498228641967916,0.01571798324584961,94
group,default,4031987,2.6785800648662805,0.04108405113220215,94
group1,loky,1280183,2.8120979578700855,0.015096187591552734,95
group2,loky,1290613,2.7893721820561237,0.017416000366210938,95
group3,loky,1469494,2.4498228641967916,0.0182802677154541,95
group,default,4031987,2.6785800648662805,0.04009580612182617,95
group1,loky,1280183,2.8120979578700855,0.01383662223815918,96
group2,loky,1290613,2.7893721820561237,0.01430201530456543,96
group3,loky,1469494,2.4498228641967916,0.014904022216796875,96
group,default,4031987,2.6785800648662805,0.045526981353759766,96
group1,loky,1280183,2.8120979578700855,0.013527393341064453,97
group2,loky,1290613,2.7893721820561237,0.013339042663574219,97
group3,loky,1469494,2.4498228641967916,0.015043020248413086,97
group,default,4031987,2.6785800648662805,0.040961265563964844,97
group1,loky,1280183,2.8120979578700855,0.01749110221862793,98
group2,loky,1290613,2.7893721820561237,0.016690731048583984,98
group3,loky,1469494,2.4498228641967916,0.014492273330688477,98
group,default,4031987,2.6785800648662805,0.041380882263183594,98
group1,loky,1280183,2.8120979578700855,0.016399621963500977,99
group2,loky,1290613,2.7893721820561237,0.016660690307617188,99
group3,loky,1469494,2.4498228641967916,0.017746925354003906,99
group,default,4031987,2.6785800648662805,0.04125809669494629,99
group1,loky,1280183,2.8120979578700855,0.016199827194213867,100
group2,loky,1290613,2.7893721820561237,0.013245344161987305,100
group3,loky,1469494,2.4498228641967916,0.017421483993530273,100
group,default,4031987,2.6785800648662805,0.04038119316101074,100
group1,loky,1280183,2.8120979578700855,0.013445854187011719,101
group2,loky,1290613,2.7893721820561237,0.013349294662475586,101
group3,loky,1469494,2.4498228641967916,0.01489877700805664,101
group,default,4031987,2.6785800648662805,0.04021906852722168,101
group1,loky,1280183,2.8120979578700855,0.014903783798217773,102
group2,loky,1290613,2.7893721820561237,0.013905763626098633,102
group3,loky,1469494,2.4498228641967916,0.015639305114746094,102
group,default,4031987,2.6785800648662805,0.04018664360046387,102
group1,loky,1280183,2.8120979578700855,0.013507366180419922,103
group2,loky,1290613,2.7893721820561237,0.013990163803100586,103
group3,loky,1469494,2.4498228641967916,0.015250682830810547,103
group,default,4031987,2.6785800648662805,0.041115760803222656,103
group1,loky,1280183,2.8120979578700855,0.013519287109375,104
group2,loky,1290613,2.7893721820561237,0.013275623321533203,104
group3,loky,1469494,2.4498228641967916,0.016050100326538086,104
group,default,4031987,2.6785800648662805,0.041932106018066406,104
group1,loky,1280183,2.8120979578700855,0.013219594955444336,105
group2,loky,1290613,2.7893721820561237,0.01678180694580078,105
group3,loky,1469494,2.4498228641967916,0.015327692031860352,105
group,default,4031987,2.6785800648662805,0.0408322811126709,105
group1,loky,1280183,2.8120979578700855,0.013448476791381836,106
group2,loky,1290613,2.7893721820561237,0.016869783401489258,106
group3,loky,1469494,2.4498228641967916,0.017237424850463867,106
group,default,4031987,2.6785800648662805,0.0408480167388916,106
group1,loky,1280183,2.8120979578700855,0.016071557998657227,107
group2,loky,1290613,2.7893721820561237,0.013469457626342773,107
group3,loky,1469494,2.4498228641967916,0.016315221786499023,107
group,default,4031987,2.6785800648662805,0.04110860824584961,107
group1,loky,1280183,2.8120979578700855,0.013111114501953125,108
group2,loky,1290613,2.7893721820561237,0.01331186294555664,108
group3,loky,1469494,2.4498228641967916,0.015482902526855469,108
group,default,4031987,2.6785800648662805,0.04002118110656738,108
group1,loky,1280183,2.8120979578700855,0.013524055480957031,109
group2,loky,1290613,2.7893721820561237,0.014638900756835938,109
group3,loky,1469494,2.4498228641967916,0.015583515167236328,109
group,default,4031987,2.6785800648662805,0.04259014129638672,109
group1,loky,1280183,2.8120979578700855,0.013886451721191406,110
group2,loky,1290613,2.7893721820561237,0.01375126838684082,110
group3,loky,1469494,2.4498228641967916,0.014671087265014648,110
group,default,4031987,2.6785800648662805,0.04085350036621094,110
group1,loky,1280183,2.8120979578700855,0.015995264053344727,111
group2,loky,1290613,2.7893721820561237,0.01612567901611328,111
group3,loky,1469494,2.4498228641967916,0.0148773193359375,111
group,default,4031987,2.6785800648662805,0.0402226448059082,111
group1,loky,1280183,2.8120979578700855,0.013390541076660156,112
group2,loky,1290613,2.7893721820561237,0.013320446014404297,112
group3,loky,1469494,2.4498228641967916,0.0148162841796875,112
group,default,4031987,2.6785800648662805,0.041638851165771484,112
group1,loky,1280183,2.8120979578700855,0.013674736022949219,113
group2,loky,1290613,2.7893721820561237,0.013473033905029297,113
group3,loky,1469494,2.4498228641967916,0.014847040176391602,113
group,default,4031987,2.6785800648662805,0.04019427299499512,113
group1,loky,1280183,2.8120979578700855,0.01623368263244629,114
group2,loky,1290613,2.7893721820561237,0.013144731521606445,114
group3,loky,1469494,2.4498228641967916,0.016621828079223633,114
group,default,4031987,2.6785800648662805,0.042398691177368164,114
group1,loky,1280183,2.8120979578700855,0.019802331924438477,115
group2,loky,1290613,2.7893721820561237,0.020050525665283203,115
group3,loky,1469494,2.4498228641967916,0.018905162811279297,115
group,default,4031987,2.6785800648662805,0.04231142997741699,115
group1,loky,1280183,2.8120979578700855,0.013843297958374023,116
group2,loky,1290613,2.7893721820561237,0.01873469352722168,116
group3,loky,1469494,2.4498228641967916,0.014619112014770508,116
group,default,4031987,2.6785800648662805,0.04080462455749512,116
group1,loky,1280183,2.8120979578700855,0.016544580459594727,117
group2,loky,1290613,2.7893721820561237,0.013371467590332031,117
group3,loky,1469494,2.4498228641967916,0.01651167869567871,117
group,default,4031987,2.6785800648662805,0.04546236991882324,117
group1,loky,1280183,2.8120979578700855,0.014174461364746094,118
