Group Name,Compressed Size (Level 3),Compression Ratio (Level 3),Compression Time (Level 3),Backend
group1,1280183,2.8120979578700855,0.014755010604858398,loky
group2,1290613,2.7893721820561237,0.015128850936889648,loky
group3,1469494,2.4498228641967916,0.016968965530395508,loky
group1,1280183,2.8120979578700855,0.020973920822143555,multiprocessing
group2,1290613,2.7893721820561237,0.016329288482666016,multiprocessing
group3,1469494,2.4498228641967916,0.017065048217773438,multiprocessing
group1,1280183,2.8120979578700855,0.01712203025817871,threading
group2,1290613,2.7893721820561237,0.014541864395141602,threading
group3,1469494,2.4498228641967916,0.020407438278198242,threading
