Group Name,Backend,Compressed Size (Level 3),Compression Ratio (Level 3),Compression Time (Level 3)
group1,loky,1280183,2.8120979578700855,0.016798734664916992
group2,loky,1290613,2.7893721820561237,0.016282320022583008
group3,loky,1469494,2.4498228641967916,0.016488075256347656
group1,multiprocessing,1280183,2.8120979578700855,0.017017364501953125
group2,multiprocessing,1290613,2.7893721820561237,0.016186237335205078
group3,multiprocessing,1469494,2.4498228641967916,0.01813817024230957
group1,threading,1280183,2.8120979578700855,0.016106605529785156
group2,threading,1290613,2.7893721820561237,0.018657207489013672
group3,threading,1469494,2.4498228641967916,0.020604848861694336
