"Group Name","Backend","Compressed Size (Level 3)","Compression Ratio (Level 3)","Compression Time (Level 3)"
"group1","loky",1280183,2.81209795787009,0.0146269798278809
"group2","loky",1290613,2.78937218205612,0.0149674415588379
"group3","loky",1469494,2.44982286419679,0.0185418128967285
"group","Sequence",4031987,2.67858006486628,0.0402226448059082
