dataset name,original size,type width,Dimension,decomposition,chunk no,standard huffman_compress compressed size (B),decomposed huffman_compress col-order (B),decomposed huffman_compress row-order (B),reordered huffman_compress col-order (B),reordered huffman_compress row-order (B),standard huffman_compress ratio,decomposed huffman_compress col-order ratio,decomposed huffman_compress row-order ratio,reordered huffman_compress col-order ratio,reordered huffman_compress row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
tpcxbb_web_f64,986782672,8,123347834,"( (3,1,2,), (0,), (4,), (6,), (5,), (7,), )",-1,758387640,620308885,620308885,758387640,758387640,1.3011586950441334,1.5907924194895258,1.5907924194895258,1.3011586950441334,1.3011586950441334,4.928496239358453,17.641660326923695,"(4.552180746174869,4.552179115718155,5.417655700674019,7.386403872541214,7.770544293156859,0.644644694252772,)","(57,19,16,7,12,74,)","(6.755962438167608e-08,2.0267887314502824e-07,2.075431661005089e-06,2.075431661005089e-06,2.075431661005089e-06,4.053577462900565e-08,)"
