dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed bz2 compressed size (B),decomposed row-ordered bz2 compressed size (B),reordered bz2 compressed size (B),reordered row-based bz2 compressed size (B),standard bz2 compressed size (B),standard bz2 compression ratio,decomposed bz2 compression ratio,decomposed row-ordered bz2 compression ratio,reordered bz2 compression ratio,reordered row-based bz2 compression ratio,WE,entropy word,entropy list,max rep,unique ratio
hdr_night_f32,496979108,4,124244777,"( (1,), (0,3,), (2,), )",-1,130162343,129177630,130166740,129188381,121884180,4.07747016881108,3.81814814135606,3.8472536460066653,3.8180191652644906,3.846933479257705,2.7782518236243723,9.003133228991947,"(2.280281367782436e-07,1.8884911511893265,7.336024764090699,)","(124244776,119,59,)","(1.609725614461846e-08,9.255922283155613e-08,2.044351530366544e-06,)"
hdr_night_f32,496979108,4,124244777,"( (1,), (0,2,3,), )",-1,121252129,129184631,121252254,129181593,121884180,4.07747016881108,4.098724798473436,3.8470451488923634,4.098720573062502,3.847135620939432,3.3039572319983077,9.003133228991947,"(2.280281367782436e-07,4.405276233321698,)","(124244776,178,)","(1.609725614461846e-08,6.814505101221813e-07,)"
hdr_night_f32,496979108,4,124244777,"( (3,), (1,2,0,), )",-1,130100672,129179110,130103074,129179658,121884180,4.07747016881108,3.8199580398785336,3.847209568172439,3.81988751472544,3.847193247717067,2.9348848866380743,9.003133228991947,"(2.25643302297257,3.161035507859909,)","(1105,179,)","(1.8511844566311227e-07,6.814505101221813e-07,)"
hdr_night_f32,496979108,4,124244777,"( (1,0,2,), (3,), )",-1,130100621,129180169,130103174,129181593,121884180,4.07747016881108,3.819959537318427,3.8471780293150104,3.8198845786806093,3.847135620939432,2.9348848866380743,9.003133228991947,"(3.161035507859909,2.25643302297257,)","(179,1105,)","(6.814505101221813e-07,1.8511844566311227e-07,)"
hdr_night_f32,496979108,4,124244777,"( (1,0,), (3,2,), )",-1,118115852,129190514,118118757,129188381,121884180,4.07747016881108,4.207556391330098,3.8468699644619417,4.207452911140946,3.846933479257705,2.813606837532131,9.003133228991947,"(2.3607676485055284e-07,5.627213438987496,)","(248489552,118,)","(1.2072942108463842e-08,1.022175765183272e-06,)"
hdr_night_f32,496979108,4,124244777,"( (0,1,3,), (2,), )",-1,130379905,129176037,130387815,129188378,121884180,4.07747016881108,3.811776883868722,3.8473010903717384,3.811545641745741,3.8469335685908215,2.943101673308484,9.003133228991947,"(1.4787939763810787,7.336024764090699,)","(179,59,)","(6.438902457847384e-08,2.044351530366544e-06,)"
hdr_night_f32,496979108,4,124244777,"( (2,1,0,), (3,), )",-1,130100666,129177659,130103177,129177401,121884180,4.07747016881108,3.819958216047872,3.847252782309672,3.819884490599334,3.847260466248272,2.9348848866380743,9.003133228991947,"(3.1610355078599093,2.25643302297257,)","(179,1105,)","(6.814505101221813e-07,1.8511844566311227e-07,)"
hdr_night_f32,496979108,4,124244777,"( (0,), (2,), (1,3,), )",-1,130162347,129177603,130168376,129178959,121884180,4.07747016881108,3.8181480240211094,3.847254450138698,3.8179711791134276,3.8472140652565563,2.7782518502737847,9.003133228991947,"(2.280281367782436e-07,7.336024764090699,1.8884912044881519,)","(124244776,59,119,)","(1.609725614461846e-08,2.044351530366544e-06,9.658353686771074e-08,)"
hdr_night_f32,496979108,4,124244777,"( (1,), (0,3,2,), )",-1,118309638,129188035,118313231,129188381,121884180,4.07747016881108,4.200664598432801,3.846943782371177,4.200537030385046,3.846933479257705,3.303957231998308,9.003133228991947,"(2.280281367782436e-07,4.405276233321699,)","(124244776,178,)","(1.609725614461846e-08,6.814505101221813e-07,)"
hdr_night_f32,496979108,4,124244777,"( (3,0,1,), (2,), )",-1,130379972,129177371,130387303,129181123,121884180,4.07747016881108,3.811774925062877,3.8472613597314966,3.811560608781056,3.8471496179824975,2.943101673308484,9.003133228991947,"(1.4787939763810787,7.336024764090699,)","(179,59,)","(6.438902457847384e-08,2.044351530366544e-06,)"
hdr_night_f32,496979108,4,124244777,"( (0,), (1,2,), (3,), )",-1,129266325,129179208,129271533,129181606,121884180,4.07747016881108,3.844613885325509,3.847206649540691,3.844458996243202,3.8471352337886247,2.7717912460908156,9.003133228991947,"(2.280281367782436e-07,4.415365866681278,2.25643302297257,)","(124244776,119,1105,)","(1.609725614461846e-08,1.022175765183272e-06,1.8511844566311227e-07,)"
