dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed zlib compressed size (B),decomposed row-ordered zlib compressed size (B),reordered zlib compressed size (B),reordered row-based zlib compressed size (B),standard zlib compressed size (B),standard zlib compression ratio,decomposed zlib compression ratio,decomposed row-ordered zlib compression ratio,reordered zlib compression ratio,reordered row-based zlib compression ratio,WE,entropy word,entropy list,max rep
citytemp_f32,11625300,4,2906325,"( (1,), (0,3,), (2,), )",-1,4681941,4510443,4682610,4510005,4429315,2.62462705858581,2.48300864961775,2.57741867040555,2.48265390455323,2.57766898262862,3.69321721732118,9.42903568098595,"(2.319201665715632,2.4822241922207766,7.4892188191275215,)","(3002,3,3002,)"
citytemp_f32,11625300,4,2906325,"( (1,), (0,2,3,), )",-1,5072197,4510857,5073331,4511097,4429315,2.62462705858581,2.29196539487721,2.5771821186085,2.29145309068145,2.57704500701271,4.3265592510638,9.42903568098595,"(2.319201665715632,4.995678446179861,)","(3002,5,)"
citytemp_f32,11625300,4,2906325,"( (3,), (1,2,0,), )",-1,4594985,4510648,4596021,4510697,4429315,2.62462705858581,2.52999737757577,2.57730153184199,2.52942708486319,2.5772735344449,4.01866194446916,9.42903568098595,"(0.645780129371529,5.1429558828350315,)","(5505,12,)"
citytemp_f32,11625300,4,2906325,"( (1,0,2,), (3,), )",-1,4187977,4509256,4189790,4511097,4429315,2.62462705858581,2.77587484362975,2.57809714063695,2.77467367099544,2.57704500701271,4.01866194446916,9.42903568098595,"(5.1429558828350315,0.645780129371529,)","(12,5505,)"
citytemp_f32,11625300,4,2906325,"( (1,0,), (3,2,), )",-1,4069690,4510704,4071576,4510005,4429315,2.62462705858581,2.85655664190639,2.5772695348664,2.85523345259919,2.57766898262862,3.86695971737819,9.42903568098595,"(2.7059092775622076,5.02801015719418,)","(6004,9,)"
citytemp_f32,11625300,4,2906325,"( (0,1,3,), (2,), )",-1,3804904,4511256,3804671,4510005,4429315,2.62462705858581,3.05534646866255,2.57695417861456,3.0555335796446,2.57766898262862,4.07528335122948,9.42903568098595,"(2.9373048619301323,7.4892188191275215,)","(5,3002,)"
citytemp_f32,11625300,4,2906325,"( (2,1,0,), (3,), )",-1,4186947,4510863,4188792,4512887,4429315,2.62462705858581,2.77655771615929,2.57717869064079,2.77533475044834,2.57602284302709,4.01866194446916,9.42903568098595,"(5.1429558828350315,0.645780129371529,)","(13,5505,)"
citytemp_f32,11625300,4,2906325,"( (0,), (2,), (1,3,), )",-1,4681941,4510443,4683420,4512662,4429315,2.62462705858581,2.48300864961775,2.57741867040555,2.48222452822937,2.57615128276835,3.69321721732118,9.42903568098595,"(2.319201665715632,7.4892188191275215,2.4822241922207766,)","(3002,3002,3,)"
citytemp_f32,11625300,4,2906325,"( (1,), (0,3,2,), )",-1,5124304,4509921,5124364,4510005,4429315,2.62462705858581,2.26865931451374,2.57771699326884,2.26863275130338,2.57766898262862,4.3265592510638,9.42903568098595,"(2.319201665715632,4.995678446179861,)","(3002,5,)"
citytemp_f32,11625300,4,2906325,"( (3,0,1,), (2,), )",-1,3806656,4509687,3806716,4508628,4429315,2.62462705858581,3.05394025622489,2.5778507466261,3.05389212118792,2.57845623990269,4.07528335122948,9.42903568098595,"(2.9373048619301323,7.4892188191275215,)","(5,3002,)"
