dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed blosc compressed size (B),decomposed row-ordered blosc compressed size (B),reordered blosc compressed size (B),reordered row-based blosc compressed size (B),standard blosc compressed size (B),standard blosc compression ratio,decomposed blosc compression ratio,decomposed row-ordered blosc compression ratio,reordered blosc compression ratio,reordered row-based blosc compression ratio,decomposed bosc-bit compressed size (B),decomposed row-ordered bosc-bit compressed size (B),reordered bosc-bit compressed size (B),reordered row-based bosc-bit compressed size (B),standard bosc-bit compressed size (B),standard bosc-bit compression ratio,decomposed bosc-bit compression ratio,decomposed row-ordered bosc-bit compression ratio,reordered bosc-bit compression ratio,reordered row-based bosc-bit compression ratio,WE,entropy word,entropy list,max rep,unique ratio
acs_wht_f32,224999996,4,56249999,"( (1,2,), (3,), (4,), )",-1,142168140,142208514,142167911,142208285,164492669,1.3678420890599081,1.582633042818173,1.5821837221363553,1.582635592078159,1.5821862699490399,143149810,143290696,143149114,143290000,171892948,1.3089541986329771,1.5717799136443142,1.5702345112483787,1.5717875557371594,1.5702421383208878,5.647344139613449,20.13301168165521,"(7.412622620985942,6.543164177817545,1.2209671386643668,)","(825504,412752,412752,)","(2.2755555960098774e-06,4.551111192019755e-06,3.022222275950618e-07,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (3,), (4,), )",-1,142208190,142208190,142208285,142208285,164492669,1.3678420890599081,1.5821873269043083,1.5821873269043083,1.5821862699490399,1.5821862699490399,143291467,143291467,143290000,143290000,171892948,1.3089541986329771,1.5702260623795554,1.5702260623795554,1.5702421383208878,1.5702421383208878,5.647342996987015,20.13301168165521,"(7.412603678883616,7.412636992582531,6.543164177817545,1.2209671386643668,)","(412752,412752,412752,412752,)","(4.551111192019755e-06,4.551111192019755e-06,4.551111192019755e-06,3.022222275950618e-07,)"
