dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed blosc compressed size (B),decomposed row-ordered blosc compressed size (B),reordered blosc compressed size (B),reordered row-based blosc compressed size (B),standard blosc compressed size (B),standard blosc compression ratio,decomposed blosc compression ratio,decomposed row-ordered blosc compression ratio,reordered blosc compression ratio,reordered row-based blosc compression ratio,decomposed blosc_bit compressed size (B),decomposed row-ordered blosc_bit compressed size (B),reordered blosc_bit compressed size (B),reordered row-based blosc_bit compressed size (B),standard blosc_bit compressed size (B),standard blosc_bit compression ratio,decomposed blosc_bit compression ratio,decomposed row-ordered blosc_bit compression ratio,reordered blosc_bit compression ratio,reordered row-based blosc_bit compression ratio,WE,entropy word,entropy list,max rep
acs_wht_f32,224999996,4,56249999,"( (2,0,1,3,), )",-1,164497373,142208696,164497373,142208696,164492669,1.36784208905991,1.36780297397211,1.58218169724304,1.36780297397211,1.58218169724304,171893137,143292009,171893137,143292009,171892948,1.30895419863298,1.30895275941122,1.57022012302165,1.30895275941122,1.57022012302165,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (2,), (0,), )",-1,153077654,142208514,153077397,142208257,164492669,1.36784208905991,1.46984220178864,1.58218372213636,1.46984466949095,1.58218658147255,154567078,143290696,154566251,143289869,171892948,1.30895419863298,1.4556786536393,1.57023451124838,1.45568644218459,1.57024357388449,6.05723204176302,20.1330116816552,"(5.136580155175457,6.543164177817545,7.412603678883616,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (3,2,0,1,), )",-1,164494000,142205159,164494000,142205159,164492669,1.36784208905991,1.36783102119226,1.58222105008159,1.36783102119226,1.58222105008159,171893610,143290655,171893610,143290655,171892948,1.30895419863298,1.30894915756322,1.57023496054226,1.30894915756322,1.57023496054226,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (3,), (2,0,), )",-1,146061677,142208359,146065946,142207939,164492669,1.36784208905991,1.54044510936294,1.58218544663749,1.54040008750568,1.58219011949818,147061033,143291457,147054741,143290159,171892948,1.30895419863298,1.52997698581377,1.57022617196223,1.53004244861442,1.57024039592279,5.75490405378114,20.1330116816552,"(7.412636992582531,1.2209671386643668,7.193006041938832,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,3,0,2,), )",-1,164500506,142202661,164500506,142202661,164492669,1.36784208905991,1.3677769234339,1.5822488441338,1.3677769234339,1.5822488441338,171892779,143290298,171892779,143290298,171892948,1.30895419863298,1.30895548555882,1.57023887269744,1.30895548555882,1.57023887269744,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (3,2,), )",-1,149330908,142205137,149330255,142202997,164492669,1.36784208905991,1.50672087254703,1.58222129486082,1.50672746122345,1.58224510556553,152747186,143290641,152745433,143290857,171892948,1.30895419863298,1.47302220022567,1.57023511395975,1.47303910552926,1.57023274695049,6.05632650967009,20.1330116816552,"(7.412603678883616,7.412636992582531,4.7000326836071045,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,3,2,0,), )",-1,164496357,142207939,164496357,142207939,164492669,1.36784208905991,1.36781142210949,1.58219011949818,1.36781142210949,1.58219011949818,171892752,143290159,171892752,143290159,171892948,1.30895419863298,1.30895569116259,1.57024039592279,1.30895569116259,1.57024039592279,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,), (0,3,1,), )",-1,157671361,142208206,157668332,142208399,164492669,1.36784208905991,1.42701879766231,1.58218714889069,1.42704621242521,1.58218500160458,178346766,143290928,178348526,143292320,171892948,1.30895419863298,1.26158719356874,1.57023196890734,1.26157474382491,1.57021671503399,6.20732932291605,20.1330116816552,"(6.543164177817545,6.095384371282217,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (3,1,2,), )",-1,158616364,142207958,158617160,142202581,164492669,1.36784208905991,1.41851691922531,1.58218990810627,1.41850980057895,1.5822497342717,177264249,143289390,177266427,143290556,171892948,1.30895419863298,1.26929145199493,1.5702488230287,1.26927585673061,1.57023604542368,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (0,3,), )",-1,153059452,142208196,153056572,142205554,164492669,1.36784208905991,1.4700169970555,1.5821872601492,1.4700446577361,1.58221665519478,154567145,143290986,154568574,143290935,171892948,1.30895419863298,1.45567802264834,1.57023133332337,1.45566456477757,1.5702318921989,6.05719981653611,20.1330116816552,"(7.412636992582531,6.543164177817545,5.136499047872188,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (2,0,), )",-1,156931141,142208683,156935404,142208257,164492669,1.36784208905991,1.43374982534537,1.58218184187811,1.43371087890404,1.58218658147255,158336644,143290686,158330833,143289869,171892948,1.30895419863298,1.42102289347499,1.57023462083223,1.42107504733459,1.57024357388449,6.16479309855714,20.1330116816552,"(5.136580155175457,7.193006041938832,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,3,2,), )",-1,158651583,142207640,158649917,142202997,164492669,1.36784208905991,1.41820202323478,1.58219344614678,1.41821691592817,1.58224510556553,177265789,143289680,177264642,143290857,171892948,1.30895419863298,1.26928042500068,1.57024564504576,1.26928863794507,1.57023274695049,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,), (2,), (3,), )",-1,142168140,142208514,142167911,142208285,164492669,1.36784208905991,1.58263304281817,1.58218372213636,1.58263559207816,1.58218626994904,143149810,143290696,143149114,143290000,171892948,1.30895419863298,1.57177991364431,1.57023451124838,1.57178755573716,1.57024213832089,5.64734413961345,20.1330116816552,"(7.412622620985942,6.543164177817545,1.2209671386643668,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (0,2,), )",-1,156930668,142205461,156935396,142202979,164492669,1.36784208905991,1.43375414676754,1.58221768993808,1.43371095198944,1.58224530584553,158336567,143289870,158330837,143290008,171892948,1.30895419863298,1.42102358452675,1.57024356292598,1.42107501143318,1.57024205065297,6.16479309855715,20.1330116816552,"(5.136580155175457,7.193006041938833,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,), (1,), (3,), )",-1,146061677,142208359,146062014,142208696,164492669,1.36784208905991,1.54044510936294,1.58218544663749,1.54044155518765,1.58218169724304,147061033,143291457,147061585,143292009,171892948,1.30895419863298,1.52997698581377,1.57022617196223,1.529971243,1.57022012302165,5.75490405378114,20.1330116816552,"(7.193006041938832,7.412636992582531,1.2209671386643668,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (2,), (3,1,), )",-1,153077654,142208514,153074063,142205177,164492669,1.36784208905991,1.46984220178864,1.58218372213636,1.46987668315827,1.58222084980774,154567078,143290696,154562701,143291504,171892948,1.30895419863298,1.4556786536393,1.57023451124838,1.45571987642737,1.5702256569238,6.05723204176302,20.1330116816552,"(7.412603678883616,6.543164177817545,5.136580155175457,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,), (3,2,), )",-1,149290858,142205461,149289881,142202997,164492669,1.36784208905991,1.50712507794684,1.58221768993808,1.50713494104801,1.58224510556553,152605529,143289870,152604547,143290857,171892948,1.30895419863298,1.47438954194117,1.57024356292598,1.47439902953875,1.57023274695049,6.05632765229652,20.1330116816552,"(7.412622620985942,4.7000326836071045,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,1,3,0,), )",-1,164499284,142208921,164499284,142208921,164492669,1.36784208905991,1.3677870841067,1.58217919394804,1.3677870841067,1.58217919394804,171892986,143291708,171892986,143291708,171892948,1.30895419863298,1.30895390926538,1.5702234214418,1.30895390926538,1.5702234214418,6.44260136953034,20.1330116816552,"(6.442601369530339,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,2,3,0,), )",-1,164496278,142205544,164496278,142205544,164492669,1.36784208905991,1.36781207900643,1.58221676645743,1.36781207900643,1.58221676645743,171893072,143291653,171893072,143291653,171892948,1.30895419863298,1.30895325438131,1.57022402414466,1.30895325438131,1.57022402414466,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,), (1,3,), )",-1,156914036,142208365,156912181,142208696,164492669,1.36784208905991,1.43390611659495,1.58218537988254,1.43392306808864,1.58218169724304,158336097,143290976,158332103,143292009,171892948,1.30895419863298,1.42102780264945,1.57023144290677,1.42106364872827,1.57022012302165,6.16479309855714,20.1330116816552,"(7.193006041938832,5.136580155175457,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,2,1,0,), )",-1,164492658,142205446,164492658,142205446,164492669,1.36784208905991,1.36784218053063,1.58221785683229,1.36784218053063,1.58221785683229,171893635,143291062,171893635,143291062,171892948,1.30895419863298,1.30894896719125,1.57023050048997,1.30894896719125,1.57023050048997,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,0,2,), )",-1,164501929,142202979,164501929,142202979,164492669,1.36784208905991,1.36776509167865,1.58224530584553,1.36776509167865,1.58224530584553,171893522,143290008,171893522,143290008,171892948,1.30895419863298,1.30894982767297,1.57024205065297,1.30894982767297,1.57024205065297,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,), (1,), (0,), )",-1,148808644,142208196,148808953,142208505,164492669,1.36784208905991,1.51200891260053,1.5821872601492,1.51200577293222,1.58218382226858,152747297,143290986,152747718,143291407,171892948,1.30895419863298,1.47302112979453,1.57023133332337,1.47301706988513,1.57022671987581,6.05632650967009,20.1330116816552,"(4.7000326836071045,7.412636992582531,7.412603678883616,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (1,0,3,2,), )",-1,164495485,142202842,164495485,142202842,164492669,1.36784208905991,1.36781867295628,1.58224683020048,1.36781867295628,1.58224683020048,171892855,143291618,171892855,143291618,171892948,1.30895419863298,1.30895490682263,1.57022440768308,1.30895490682263,1.57022440768308,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (3,2,0,), )",-1,158652146,142205227,158649036,142207939,164492669,1.36784208905991,1.41819699054055,1.58222029349174,1.4182247914825,1.58219011949818,177266041,143290325,177266477,143290159,171892948,1.30895419863298,1.26927862060168,1.57023857681947,1.26927549871711,1.57024039592279,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,1,), (3,), )",-1,148931197,142208369,148931524,142208696,164492669,1.36784208905991,1.51076470566472,1.58218533537924,1.51076138856942,1.58218169724304,148014949,143291399,148015559,143292009,171892948,1.30895419863298,1.52011670118536,1.57022680754202,1.5201104364981,1.57022012302165,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,3,1,2,), )",-1,164499572,142202581,164499572,142202581,164492669,1.36784208905991,1.36778468943372,1.5822497342717,1.36778468943372,1.5822497342717,171892743,143290556,171892743,143290556,171892948,1.30895419863298,1.3089557596972,1.57023604542368,1.3089557596972,1.57023604542368,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
