dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed blosc compressed size (B),decomposed row-ordered blosc compressed size (B),reordered blosc compressed size (B),reordered row-based blosc compressed size (B),standard blosc compressed size (B),standard blosc compression ratio,decomposed blosc compression ratio,decomposed row-ordered blosc compression ratio,reordered blosc compression ratio,reordered row-based blosc compression ratio,decomposed blosc_bit compressed size (B),decomposed row-ordered blosc_bit compressed size (B),reordered blosc_bit compressed size (B),reordered row-based blosc_bit compressed size (B),standard blosc_bit compressed size (B),standard blosc_bit compression ratio,decomposed blosc_bit compression ratio,decomposed row-ordered blosc_bit compression ratio,reordered blosc_bit compression ratio,reordered row-based blosc_bit compression ratio,WE,entropy word,entropy list,max rep
acs_wht_f32,224999996,4,56249999,"( (2,3,), (1,0,), )",-1,148768568,142208365,148768248,142208505,164492669,1.36784208905991,1.51241622491117,1.58218537988254,1.51241947811337,1.58218382226858,152605633,143290976,152604474,143291407,171892948,1.30895419863298,1.47438853715184,1.57023144290677,1.47439973483346,1.57022671987581,6.05632765229652,20.1330116816552,"(4.7000326836071045,7.4126226209859425,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,), (2,3,), )",-1,148768594,142208520,148766190,142208285,164492669,1.36784208905991,1.5124159605891,1.58218365538155,1.51244040060447,1.58218626994904,152605640,143290215,152604800,143290000,171892948,1.30895419863298,1.47438846952183,1.57023978224891,1.47439658516639,1.57024213832089,6.05632765229652,20.1330116816552,"(7.412622620985942,4.7000326836071045,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (0,), (2,), )",-1,153077654,142208514,153072119,142202979,164492669,1.36784208905991,1.46984220178864,1.58218372213636,1.46989535043936,1.58224530584553,154567078,143290696,154566390,143290008,171892948,1.30895419863298,1.4556786536393,1.57023451124838,1.45568513310041,1.57024205065297,6.05723204176302,20.1330116816552,"(5.136580155175457,7.412603678883616,6.543164177817545,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,3,), (2,1,), )",-1,156909171,142208520,156908907,142207572,164492669,1.36784208905991,1.43395057513879,1.58218365538155,1.43395298776761,1.58219420271095,158339872,143290215,158343871,143290010,171892948,1.30895419863298,1.42099392375409,1.57023978224891,1.42095803632336,1.57024202873599,6.16463389446987,20.1330116816552,"(5.136499047872188,7.192768741067551,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,0,2,1,), )",-1,164496862,142207735,164496862,142207735,164492669,1.36784208905991,1.36780722297304,1.58219238918333,1.36780722297304,1.58219238918333,171893625,143290481,171893625,143290481,171892948,1.30895419863298,1.30894904334003,1.57023686730454,1.30894904334003,1.57023686730454,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,0,2,3,), )",-1,164492649,142208130,164492649,142208130,164492669,1.36784208905991,1.36784225537033,1.58218799445573,1.36784225537033,1.58218799445573,171892988,143290761,171892988,143290761,171892948,1.30895419863298,1.30895389403551,1.57023379895372,1.30895389403551,1.57023379895372,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,2,), (3,), )",-1,148930637,142207958,148930964,142208285,164492669,1.36784208905991,1.51077038635106,1.58218990810627,1.51076706923081,1.58218626994904,148014374,143289390,148014984,143290000,171892948,1.30895419863298,1.52012260647064,1.5702488230287,1.5201163417347,1.57024213832089,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,3,2,1,), )",-1,164496803,142207572,164496803,142207572,164492669,1.36784208905991,1.36780771356389,1.58219420271095,1.36780771356389,1.58219420271095,171892869,143290010,171892869,143290010,171892948,1.30895419863298,1.30895480021338,1.57024202873599,1.30895480021338,1.57024202873599,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,2,1,3,), )",-1,164494562,142205474,164494562,142205474,164492669,1.36784208905991,1.36782634796158,1.58221754529646,1.36782634796158,1.58221754529646,171893302,143291193,171893302,143291193,171892948,1.30895419863298,1.30895150295036,1.57022906495028,1.30895150295036,1.57022906495028,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,0,3,), )",-1,158638469,142208467,158636610,142205554,164492669,1.36784208905991,1.41831926025459,1.58218424504921,1.41833588097981,1.58221665519478,177265601,143291990,177265688,143290935,171892948,1.30895419863298,1.26928177114295,1.57022033122717,1.26928114819378,1.5702318921989,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (2,1,3,), )",-1,158636591,142208622,158637630,142205474,164492669,1.36784208905991,1.41833605085475,1.58218252055069,1.41832676143737,1.58221754529646,177265089,143291229,177264442,143291193,171892948,1.30895419863298,1.26928543724704,1.57022867045128,1.26929007002995,1.57022906495028,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556082,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,), (0,1,), )",-1,148768594,142208520,148768062,142208218,164492669,1.36784208905991,1.5124159605891,1.58218365538155,1.51242136904358,1.5821870153805,152605640,143290215,152604368,143291000,171892948,1.30895419863298,1.47438846952183,1.57023978224891,1.47440075896124,1.57023117990662,6.05632765229652,20.1330116816552,"(4.7000326836071045,7.412622620985942,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,3,1,), )",-1,164500622,142208399,164500622,142208399,164492669,1.36784208905991,1.36777595892616,1.58218500160458,1.36777595892616,1.58218500160458,171892986,143292320,171892986,143292320,171892948,1.30895419863298,1.30895390926538,1.57021671503399,1.30895390926538,1.57021671503399,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,2,), (0,3,), )",-1,156909451,142205143,156909624,142205554,164492669,1.36784208905991,1.4339480162989,1.58222122810284,1.43394643530597,1.58221665519478,158338042,143290160,158340297,143290935,171892948,1.30895419863298,1.42101034696387,1.57024038496433,1.42099010967499,1.5702318921989,6.16463389446987,20.1330116816552,"(7.1927687410675505,5.136499047872188,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (3,0,), )",-1,153077814,142208359,153074707,142205544,164492669,1.36784208905991,1.46984066548011,1.58218544663749,1.46987049924584,1.58221676645743,154567775,143291457,154569289,143291653,171892948,1.30895419863298,1.45567208947661,1.57022617196223,1.45565783122675,1.57022402414466,6.05719981653611,20.1330116816552,"(7.412636992582531,6.543164177817545,5.136499047872188,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (3,2,1,), )",-1,158645293,142205147,158647460,142207572,164492669,1.36784208905991,1.4182582523895,1.58222118359752,1.41823888009301,1.58219420271095,177263278,143290583,177265524,143290010,171892948,1.30895419863298,1.2692984048281,1.57023574954678,1.26928232248928,1.57024202873599,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556082,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,2,), (1,3,), )",-1,156913563,142205143,156911708,142205474,164492669,1.36784208905991,1.43391043895931,1.58222122810284,1.4339273905552,1.58221754529646,158336020,143290160,158332026,143291193,171892948,1.30895419863298,1.42102849370598,1.57024038496433,1.42106433981966,1.57022906495028,6.16479309855715,20.1330116816552,"(7.193006041938833,5.136580155175457,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,3,2,), )",-1,164497057,142202997,164497057,142202997,164492669,1.36784208905991,1.36780560153122,1.58224510556553,1.36780560153122,1.58224510556553,171892843,143290857,171892843,143290857,171892948,1.30895419863298,1.30895499820199,1.57023274695049,1.30895499820199,1.57023274695049,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (2,3,), )",-1,148808644,142208196,148806564,142208285,164492669,1.36784208905991,1.51200891260053,1.5821872601492,1.51203004727668,1.58218626994904,152747297,143290986,152745686,143290000,171892948,1.30895419863298,1.47302112979453,1.57023133332337,1.473036665664,1.57024213832089,6.05632650967009,20.1330116816552,"(7.412603678883616,7.412636992582531,4.7000326836071045,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,1,0,), )",-1,164494983,142208505,164494983,142208505,164492669,1.36784208905991,1.36782284721717,1.58218382226858,1.36782284721717,1.58218382226858,171893047,143291407,171893047,143291407,171892948,1.30895419863298,1.30895344475452,1.57022671987581,1.30895344475452,1.57022671987581,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (2,3,1,), )",-1,158625284,142208206,158627452,142205177,164492669,1.36784208905991,1.41843715154515,1.58218714889069,1.41841776541932,1.58222084980774,177265009,143290928,177266446,143291504,171892948,1.30895419863298,1.26928601007771,1.57023196890734,1.26927572068546,1.5702256569238,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556083,)","(412752,1238256,)"
