dataset name,original size,type width,Dimension,decomposition,chunk no,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
tpcds_web_f32,86354816,4,21588704,"( (0,1,2,), (3,), )",-1,54759960,54996083,58041439,55004186,58045417,1.5769700343097401,1.5701993903820386,1.4878131467415892,1.5699680747934348,1.48771118312407,6.10062400335439,17.32971012097464,"(7.127900687388179,3.018793951253024,)","(23,12,)","(3.952684391491649e-06,1.1580130053198191e-06,)"
