dataset name,original size,type width,Dimension,decomposition,chunk no,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
tpcxbb_store_f64,789920920,8,98740115,"( (3,1,2,), (0,), (4,), (6,), (5,), (7,), )",-1,240216640,356480678,468016568,356568556,468083455,3.2883688657038914,2.2158870557354584,1.6878054624767045,2.215340939934143,1.6875642827409911,4.869332253026488,16.737580058802433,"(4.511941708795059,4.511938173731601,5.0850299249148065,7.339509627507235,7.667878585054632,0.8144765866184515,)","(63,21,16,5,12,50,)","(8.43966338638894e-08,2.531899015916682e-07,2.592664592298682e-06,2.592664592298682e-06,2.592664592298682e-06,5.0637980318333636e-08,)"
