dataset name,original size,type width,Dimension,decomposition,chunk no,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
phone_gyro_f64,334383160,8,41797895,"( (3,5,), (7,), (2,1,0,6,), (4,), )",-1,76875190,152529236,253266171,152672020,253303143,4.349688891825829,2.1922561783499654,1.3202835525949497,2.1902059067535755,1.3200908446682795,6.78296690752739,14.769069201684335,"(7.5695193812977575,1.0494046455668429,7.918550632028744,6.401089323941786,)","(10,6871,5,75,)","(3.062355173627763e-06,1.674725485577683e-07,1.5311775868138814e-06,6.124710347255526e-06,)"
