dataset name,original size,type width,Dimension,decomposition,chunk no,standard snappy compressed size (B),decomposed snappy col-order (B),decomposed snappy row-order (B),reordered snappy col-order (B),reordered snappy row-order (B),standard snappy ratio,decomposed snappy col-order ratio,decomposed snappy row-order ratio,reordered snappy col-order ratio,reordered snappy row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
tpcds_catalog_f32,172803476,4,43200869,"( (0,1,2,), (3,), )",-1,162090972,148331874,149386787,148328295,149383757,1.0660894550006152,1.1649787152287983,1.156752076072163,1.1650068248947376,1.1567755388559413,6.100469639298032,17.407346762848366,"(7.119602856803012,3.0430699867830926,)","(23,12,)","(1.9752689079780625e-06,5.78692062884198e-07,)"
