dataset name,original size,type width,Dimension,decomposition,chunk no,standard snappy compressed size (B),decomposed snappy col-order (B),decomposed snappy row-order (B),reordered snappy col-order (B),reordered snappy row-order (B),standard snappy ratio,decomposed snappy col-order ratio,decomposed snappy row-order ratio,reordered snappy col-order ratio,reordered snappy row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
jw_mirimage_f32,169082876,4,42270719,"( (0,1,2,), (3,), )",-1,169003412,131337577,130585017,131337367,130584807,1.0004701916905678,1.2873914675614886,1.2948106902647185,1.2873935260176184,1.2948127725149527,6.659449871285273,23.163615334796823,"(7.9895721521785426,2.6690830286054634,)","(69,1023,)","(2.018733897886462e-06,7.333681738415663e-07,)"
