dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed fastlz compressed size (B),decomposed row-ordered fastlz compressed size (B),reordered fastlz compressed size (B),reordered row-based fastlz compressed size (B),standard fastlz compressed size (B),standard fastlz compression ratio,decomposed fastlz compression ratio,decomposed row-ordered fastlz compression ratio,reordered fastlz compression ratio,reordered row-based fastlz compression ratio,WE,entropy word,entropy list,max rep,unique ratio
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,1,), (3,0,), )",-1,67740836,60399277,67740900,60400152,67706968,1.608767298514977,1.6079629722904512,1.8034115871949925,1.6079614531250692,1.8033854616789706,5.314645729293888,15.610157432140957,"(5.865338506600147,4.763952951987628,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,3,0,1,), )",-1,67707361,60398375,67707361,60398375,67706968,1.608767298514977,1.608757960600473,1.8034385196621598,1.608757960600473,1.8034385196621598,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (1,2,3,), )",-1,67745434,60399682,67745523,60399567,67706968,1.608767298514977,1.6078538370571218,1.803399494719194,1.6078517247553024,1.8034029283686752,5.408981309175385,15.610157432140957,"(5.873713650548174,5.254070528717787,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,2,0,), )",-1,67707138,60399364,67707138,60399364,67706968,1.608767298514977,1.6087632592002339,1.8034089895383667,1.6087632592002339,1.8034089895383667,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,3,), (2,0,), )",-1,67745846,60398465,67745887,60398552,67706968,1.608767298514977,1.6078440588076794,1.8034358323510373,1.6078430857359651,1.8034332346245652,5.314650842114595,15.610157432140957,"(4.7638716351324915,5.865430049096698,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,0,1,2,), )",-1,67707143,60399100,67707143,60399100,67706968,1.608767298514977,1.608763140397166,1.8034168721057102,1.608763140397166,1.8034168721057102,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,2,), (3,0,), )",-1,67741457,60399080,67741521,60399955,67706968,1.608767298514977,1.607948231760058,1.8034174692727107,1.6079467126225289,1.8033913435862658,5.314645729293888,15.610157432140957,"(5.865338506600147,4.763952951987628,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (1,), (2,), (3,), )",-1,60399021,60399021,60399567,60399567,67706968,1.608767298514977,1.8034192309176666,1.8034192309176666,1.8034029283686752,1.8034029283686752,5.042771210758242,15.610157432140957,"(5.873713650548174,5.873596340164368,5.848377653907704,2.5753971984127237,)","(2111413,2111413,2111413,2111413,)","(9.400985024928585e-06,9.400985024928585e-06,9.400985024928585e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (3,), (2,1,), )",-1,60362946,60399113,60362412,60398546,67706968,1.608767298514977,1.8044970170938972,1.8034164839473719,1.8045129806940121,1.8034334137778747,5.044946965540298,15.610157432140957,"(5.873713650548174,2.5753971984127237,5.865338506600147,)","(2111413,2111413,4222826,)","(9.400985024928585e-06,1.2118457258697003e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,), (3,0,2,), )",-1,67745631,60399163,67745690,60398021,67706968,1.608767298514977,1.6078491615200987,1.8034149910322432,1.6078477612376523,1.8034490898302777,5.409005894058117,15.610157432140957,"(5.873596340164368,5.2541424120227,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,2,1,), (3,), )",-1,60326040,60398918,60326516,60399394,67706968,1.608767298514977,1.8056009643596695,1.803422306339991,1.805586717456052,1.8034080937964378,5.045688450704905,15.610157432140957,"(5.869118868135631,2.5753971984127237,)","(6334239,2111413,)","(3.1336616749761947e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,1,0,3,), )",-1,67707143,60399396,67707143,60399396,67706968,1.608767298514977,1.608763140397166,1.803408034080341,1.608763140397166,1.803408034080341,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,2,3,1,), )",-1,67707630,60399949,67707630,60399949,67706968,1.608767298514977,1.6087515690624528,1.8033915227312527,1.6087515690624528,1.8033915227312527,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,2,0,3,), )",-1,67707044,60399199,67707044,60399199,67706968,1.608767298514977,1.608765492701173,1.8034139161348812,1.608765492701173,1.8034139161348812,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,1,2,3,), )",-1,67706968,60399567,67706968,60399567,67706968,1.608767298514977,1.608767298514977,1.8034029283686752,1.608767298514977,1.8034029283686752,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,0,), (2,3,), )",-1,67744868,60398465,67744894,60399639,67706968,1.608767298514977,1.6078672704772263,1.8034358323510373,1.6078666533894053,1.8034007786039914,5.313151198353756,15.610157432140957,"(5.87365811879215,4.752644277915361,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,0,), (2,), )",-1,67746397,60398920,67746310,60398833,67706968,1.608767298514977,1.607830981771621,1.8034222466229528,1.6078330465526463,1.8034248443177703,5.406230840376331,15.610157432140957,"(5.258848569199207,5.848377653907704,)","(6334239,2111413,)","(3.1336616749761947e-06,9.400985024928585e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,3,1,), (0,), )",-1,67746373,60398303,67746646,60398576,67706968,1.608767298514977,1.607831551365857,1.803440669516824,1.6078250722552376,1.803432518011683,5.408981309175383,15.610157432140957,"(5.2540705287177865,5.873713650548174,)","(6334239,2111413,)","(3.1336616749761947e-06,9.400985024928585e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,), (0,2,), (3,), )",-1,60362987,60398916,60363544,60399639,67706968,1.608767298514977,1.804495791435901,1.8034223660570332,1.8044791405885645,1.8034007786039914,5.044963409192622,15.610157432140957,"(5.873596340164368,5.865430049096698,2.5753971984127237,)","(2111413,4222826,2111413,)","(9.400985024928585e-06,4.700492512464293e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,3,0,), (2,), )",-1,67746132,60398108,67746045,60398021,67706968,1.608767298514977,1.6078372710636823,1.8034464920656124,1.607839335860861,1.8034490898302777,5.406230840376331,15.610157432140957,"(5.258848569199207,5.848377653907704,)","(6334239,2111413,)","(3.1336616749761947e-06,9.400985024928585e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,0,), (2,), (3,), )",-1,60363360,60399185,60363814,60399639,67706968,1.608767298514977,1.8044846410140192,1.8034143341503697,1.8044710693727868,1.8034007786039914,5.042772772476182,15.610157432140957,"(5.87365811879215,5.848377653907704,2.5753971984127237,)","(4222826,2111413,2111413,)","(4.700492512464293e-06,9.400985024928585e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,0,1,3,), )",-1,67706560,60399663,67706560,60399663,67706968,1.608767298514977,1.6087769929531202,1.8034000620169024,1.6087769929531202,1.8034000620169024,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,), (2,), (0,), )",-1,67777179,60399113,67777430,60399364,67706968,1.608767298514977,1.6071007617475492,1.8034164839473719,1.6070948101750095,1.8034089895383667,5.312458643680215,15.610157432140957,"(4.7638716351324915,5.848377653907704,5.873713650548174,)","(4222826,2111413,2111413,)","(4.700492512464293e-06,9.400985024928585e-06,9.400985024928585e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,2,0,1,), )",-1,67707124,60398990,67707124,60398990,67706968,1.608767298514977,1.6087635918489167,1.8034201565291075,1.6087635918489167,1.8034201565291075,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,), (3,), (2,0,), )",-1,60362814,60399185,60362135,60398552,67706968,1.608767298514977,1.8045009631260729,1.8034143341503697,1.8045212615491484,1.8034332346245652,5.044963409192622,15.610157432140957,"(5.873596340164368,2.5753971984127237,5.865430049096698,)","(2111413,2111413,4222826,)","(9.400985024928585e-06,1.2118457258697003e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,3,0,2,), )",-1,67707806,60398021,67707806,60398021,67706968,1.608767298514977,1.6087473872658051,1.8034490898302777,1.6087473872658051,1.8034490898302777,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (1,), (3,2,), )",-1,67774248,60398916,67774197,60399792,67706968,1.608767298514977,1.6071702632539722,1.8034223660570332,1.6071714726476214,1.8033962103710557,5.313149636635815,15.610157432140957,"(5.873713650548174,5.873596340164368,4.752644277915361,)","(2111413,2111413,4222826,)","(9.400985024928585e-06,9.400985024928585e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,3,2,0,), )",-1,67707263,60398552,67707263,60398552,67706968,1.608767298514977,1.6087602891288044,1.8034332346245652,1.6087602891288044,1.8034332346245652,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,), (0,3,1,), )",-1,67746572,60398303,67746552,60400218,67706968,1.608767298514977,1.6078268284925177,1.803440669516824,1.6078273031519006,1.8033834910993203,5.406230840376331,15.610157432140957,"(5.848377653907704,5.258848569199207,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (3,1,2,), )",-1,67746467,60399091,67746677,60398216,67706968,1.608767298514977,1.6078293204574048,1.8034171408308115,1.607824336535355,1.8034432672647152,5.408981309175385,15.610157432140957,"(5.873713650548174,5.254070528717787,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,), (2,), (0,3,), )",-1,67781786,60398301,67781857,60399199,67706968,1.608767298514977,1.606991530143511,1.8034407292350823,1.6069898468553319,1.8034139161348812,5.312469974511832,15.610157432140957,"(5.873596340164368,5.848377653907704,4.763952951987628,)","(2111413,2111413,4222826,)","(9.400985024928585e-06,9.400985024928585e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,), (2,0,), )",-1,67740972,60399277,67741013,60399364,67706968,1.608767298514977,1.6079597440674456,1.8034115871949925,1.6079587708557002,1.8034089895383667,5.314650842114595,15.610157432140957,"(4.7638716351324915,5.865430049096698,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (1,3,2,), )",-1,67746217,60398279,67746167,60399792,67706968,1.608767298514977,1.6078352537382272,1.8034413861361844,1.6078364403996466,1.8033962103710557,5.408981309175383,15.610157432140957,"(5.873713650548174,5.2540705287177865,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,1,), (2,), (3,), )",-1,60363305,60399113,60363759,60399567,67706968,1.608767298514977,1.8044862851694419,1.8034164839473719,1.8044727135034782,1.8034029283686752,5.042772772476182,15.610157432140957,"(5.873658118792151,5.848377653907704,2.5753971984127237,)","(4222826,2111413,2111413,)","(4.700492512464293e-06,9.400985024928585e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,), (0,2,), )",-1,67741145,60399008,67741077,60398833,67706968,1.608767298514977,1.6079556375966186,1.8034196190771874,1.607957251698257,1.8034248443177703,5.314650842114595,15.610157432140957,"(4.7638716351324915,5.865430049096698,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,0,), (1,), (3,), )",-1,60362814,60399185,60363292,60399663,67706968,1.608767298514977,1.8045009631260729,1.8034143341503697,1.8044866737884342,1.8034000620169024,5.044963409192622,15.610157432140957,"(5.865430049096698,5.873596340164368,2.5753971984127237,)","(4222826,2111413,2111413,)","(4.700492512464293e-06,9.400985024928585e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (2,), (3,1,), )",-1,67777179,60399113,67777170,60399949,67706968,1.608767298514977,1.6071007617475492,1.8034164839473719,1.6071009751513674,1.8033915227312527,5.312458643680215,15.610157432140957,"(5.873713650548174,5.848377653907704,4.7638716351324915,)","(2111413,2111413,4222826,)","(9.400985024928585e-06,9.400985024928585e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,1,), (3,2,), )",-1,67738532,60399008,67738389,60399792,67706968,1.608767298514977,1.6080176641560522,1.8034196190771874,1.6080210587824875,1.8033962103710557,5.313151198353756,15.610157432140957,"(5.873658118792151,4.752644277915361,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,1,3,0,), )",-1,67707326,60400152,67707326,60400152,67706968,1.608767298514977,1.6087587922169604,1.8033854616789706,1.6087587922169604,1.8033854616789706,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,2,3,0,), )",-1,67706728,60399955,67706728,60399955,67706968,1.608767298514977,1.6087730011114996,1.8033913435862658,1.6087730011114996,1.8033913435862658,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,0,), (1,3,), )",-1,67745846,60398465,67745833,60399663,67706968,1.608767298514977,1.6078440588076794,1.8034358323510373,1.6078443673428593,1.8034000620169024,5.314650842114595,15.610157432140957,"(5.865430049096698,4.7638716351324915,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,2,1,0,), )",-1,67707680,60399191,67707680,60399191,67706968,1.608767298514977,1.6087503810498307,1.803414155000851,1.6087503810498307,1.803414155000851,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,0,2,), )",-1,67707193,60398833,67707193,60398833,67706968,1.608767298514977,1.6087619523674537,1.8034248443177703,1.6087619523674537,1.8034248443177703,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,3,), (1,), (0,), )",-1,67780529,60398301,67780804,60398576,67706968,1.608767298514977,1.6070213320406515,1.8034407292350823,1.6070148120402938,1.803432518011683,5.313149636635815,15.610157432140957,"(4.752644277915361,5.873596340164368,5.873713650548174,)","(4222826,2111413,2111413,)","(4.700492512464293e-06,9.400985024928585e-06,9.400985024928585e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,0,3,2,), )",-1,67707205,60399864,67707205,60399864,67706968,1.608767298514977,1.608761667240584,1.8033940606223882,1.608761667240584,1.8033940606223882,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,), (3,2,0,), )",-1,67746761,60398723,67746894,60398552,67706968,1.608767298514977,1.6078223429751866,1.8034281287702059,1.6078191865150304,1.8034332346245652,5.409005894058117,15.610157432140957,"(5.873596340164368,5.2541424120227,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,0,1,), (3,), )",-1,60326550,60399187,60327026,60399663,67706968,1.608767298514977,1.8055856998286823,1.8034142744338595,1.8055714531659492,1.8034000620169024,5.045688450704904,15.610157432140957,"(5.86911886813563,2.5753971984127237,)","(6334239,2111413,)","(3.1336616749761947e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,3,1,2,), )",-1,67706416,60398216,67706416,60398216,67706968,1.608767298514977,1.608780414547419,1.8034432672647152,1.608780414547419,1.8034432672647152,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,3,), (1,0,), )",-1,67744868,60398465,67744969,60398576,67706968,1.608767298514977,1.6078672704772263,1.8034358323510373,1.6078648733310366,1.803432518011683,5.313151198353756,15.610157432140957,"(4.752644277915361,5.87365811879215,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,1,), (2,3,), )",-1,67744813,60398393,67744839,60399567,67706968,1.608767298514977,1.6078685758568705,1.8034379821992945,1.6078679587680473,1.8034029283686752,5.313151198353756,15.610157432140957,"(5.873658118792151,4.752644277915361,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,1,), (0,), (2,), )",-1,67777179,60399113,67776899,60398833,67706968,1.608767298514977,1.6071007617475492,1.8034164839473719,1.607107401003991,1.8034248443177703,5.312458643680215,15.610157432140957,"(4.7638716351324915,5.873713650548174,5.848377653907704,)","(4222826,2111413,2111413,)","(4.700492512464293e-06,9.400985024928585e-06,9.400985024928585e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,3,), (2,1,), )",-1,67745711,60398393,67745897,60398546,67706968,1.608767298514977,1.6078472628326241,1.8034379821992945,1.6078428484015792,1.8034334137778747,5.314645729293888,15.610157432140957,"(4.763952951987628,5.865338506600147,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (3,0,2,1,), )",-1,67706212,60399430,67706212,60399430,67706968,1.608767298514977,1.6087852618309233,1.8034070189072977,1.6087852618309233,1.8034070189072977,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,0,2,3,), )",-1,67708445,60399639,67708445,60399639,67706968,1.608767298514977,1.6087322046755024,1.8034007786039914,1.6087322046755024,1.8034007786039914,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,1,2,), (3,), )",-1,60325768,60399091,60326244,60399567,67706968,1.608767298514977,1.8056091055483952,1.8034171408308115,1.8055948585163035,1.8034029283686752,5.045688450704905,15.610157432140957,"(5.869118868135631,2.5753971984127237,)","(6334239,2111413,)","(3.1336616749761947e-06,1.2118457258697003e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,3,2,1,), )",-1,67708007,60398546,67708007,60398546,67706968,1.608767298514977,1.6087426114905434,1.8034334137778747,1.6087426114905434,1.8034334137778747,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,2,1,3,), )",-1,67707429,60399394,67707429,60399394,67706968,1.608767298514977,1.6087563448908981,1.8034080937964378,1.6087563448908981,1.8034080937964378,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,), (2,0,3,), )",-1,67746345,60399951,67746418,60399199,67706968,1.608767298514977,1.6078322158929754,1.803391463016253,1.6078304833769956,1.8034139161348812,5.409005894058117,15.610157432140957,"(5.873596340164368,5.254142412022699,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (0,), (2,1,3,), )",-1,67745153,60399879,67745268,60399394,67706968,1.608767298514977,1.6078605062712015,1.8033936127587276,1.607857776870851,1.8034080937964378,5.408981309175385,15.610157432140957,"(5.873713650548174,5.254070528717787,)","(2111413,6334239,)","(9.400985024928585e-06,3.1336616749761947e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,3,), (0,1,), )",-1,67744813,60398393,67745024,60398375,67706968,1.608767298514977,1.6078685758568705,1.8034379821992945,1.6078635679574045,1.8034385196621598,5.313151198353756,15.610157432140957,"(4.752644277915361,5.873658118792151,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (2,0,3,1,), )",-1,67707244,60400218,67707244,60400218,67706968,1.608767298514977,1.6087607405789548,1.8033834910993203,1.6087607405789548,1.8033834910993203,5.467166245678493,15.610157432140957,"(5.467166245678493,)","(8445652,)","(2.3502462562321464e-06,)"
hst_wfc3_uvis_f32,108924756,4,27231189,"( (1,2,), (0,3,), )",-1,67746332,60398196,67746508,60399199,67706968,1.608767298514977,1.60783252442361,1.8034438644491964,1.6078283474035295,1.8034139161348812,5.314645729293888,15.610157432140957,"(5.865338506600147,4.763952951987628,)","(4222826,4222826,)","(4.700492512464293e-06,4.700492512464293e-06,)"
