dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed fastlz compressed size (B),decomposed row-ordered fastlz compressed size (B),reordered fastlz compressed size (B),reordered row-based fastlz compressed size (B),standard fastlz compressed size (B),standard fastlz compression ratio,decomposed fastlz compression ratio,decomposed row-ordered fastlz compression ratio,reordered fastlz compression ratio,reordered row-based fastlz compression ratio,WE,entropy word,entropy list,max rep,unique ratio
hst_wfc3_ir_f32,24015308,4,6003827,"( (1,), (0,3,), (2,), )",-1,15788994,12442433,15788868,12442329,15760808,1.5237358389239943,1.5210157151240922,1.9301135075430986,1.5210278532951191,1.9301296405198738,5.201966849448555,15.041785662586301,"(6.125370905632568,4.3502115966121835,5.982073298937283,)","(24065,48130,24065,)","(4.263946979151798e-05,2.131973489575899e-05,4.263946979151798e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (1,), (0,2,3,), )",-1,15783409,12442329,15783282,12443975,15760808,1.5237358389239943,1.5215539304595098,1.9301296405198738,1.5215661736259924,1.9298743367774365,5.33175880707261,15.041785662586301,"(6.125370905632568,5.067221440885957,)","(24065,72195,)","(4.263946979151798e-05,1.4213156597172659e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (3,), (1,2,0,), )",-1,12402402,12441883,12402381,12442236,15760808,1.5237358389239943,1.9363432986610174,1.9301988292286625,1.936346577322532,1.930144067352524,4.916219781539689,15.041785662586301,"(1.3269079038166607,6.112657074114032,)","(24065,72195,)","(2.1652855753505223e-06,1.4213156597172659e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (1,0,2,), (3,), )",-1,12402522,12442091,12404406,12443975,15760808,1.5237358389239943,1.9363245636653577,1.9301665612315486,1.9360304717533432,1.9298743367774365,4.91621978153969,15.041785662586301,"(6.112657074114033,1.3269079038166607,)","(72195,24065,)","(1.4213156597172659e-05,2.1652855753505223e-06,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (1,0,), (3,2,), )",-1,15130079,12442100,15130340,12442329,15760808,1.5237358389239943,1.587255955504264,1.930165165044486,1.587228575167511,1.9301296405198738,5.196561403134006,15.041785662586301,"(6.1252633873909055,4.267859418877107,)","(48130,48130,)","(2.131973489575899e-05,2.131973489575899e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (0,1,3,), (2,), )",-1,15783333,12442586,15783333,12442586,15760808,1.5237358389239943,1.521561257055148,1.9300897739424907,1.521561257055148,1.9300897739424907,5.316200477978155,15.041785662586301,"(5.0942428709917795,5.982073298937283,)","(72195,24065,)","(1.4213156597172659e-05,4.263946979151798e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (2,1,0,), (3,), )",-1,12402817,12442145,12404701,12444029,15760808,1.5237358389239943,1.9362785083420968,1.930158184139471,1.9359844304187581,1.929865962221721,4.91621978153969,15.041785662586301,"(6.112657074114033,1.3269079038166607,)","(72195,24065,)","(1.4213156597172659e-05,2.1652855753505223e-06,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (0,), (2,), (1,3,), )",-1,15789307,12442433,15789381,12444037,15760808,1.5237358389239943,1.5209855632042621,1.9301135075430986,1.520978434810079,1.9298647215529816,5.201897326386634,15.041785662586301,"(6.125027367932911,5.982073298937283,4.35024431933817,)","(24065,24065,48130,)","(4.263946979151798e-05,4.263946979151798e-05,2.131973489575899e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (1,), (0,3,2,), )",-1,15785113,12442298,15785054,12442329,15760808,1.5237358389239943,1.521389678996913,1.9301344494401276,1.5213953655147459,1.9301296405198738,5.33175880707261,15.041785662586301,"(6.125370905632568,5.067221440885958,)","(24065,72195,)","(4.263946979151798e-05,1.4213156597172659e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (3,0,1,), (2,), )",-1,15784599,12442153,15784599,12442153,15760808,1.5237358389239943,1.5214392205972416,1.9301569430949772,1.5214392205972416,1.9301569430949772,5.316200477978155,15.041785662586301,"(5.094242870991779,5.982073298937283,)","(72195,24065,)","(1.4213156597172659e-05,4.263946979151798e-05,)"
hst_wfc3_ir_f32,24015308,4,6003827,"( (0,), (1,2,), (3,), )",-1,12422418,12442226,12424290,12444232,15760808,1.5237358389239943,1.9332233064448483,1.930145618637694,1.9329320226749376,1.9298344807457783,4.910140498203099,15.041785662586301,"(6.125027367932911,6.094313360531412,1.3269079038166607,)","(24065,48130,24065,)","(4.263946979151798e-05,2.131973489575899e-05,2.1652855753505223e-06,)"
