dataset name,original size,type width,Dimension,decomposition,chunk no,standard fastlz compressed size (B),decomposed fastlz col-order (B),decomposed fastlz row-order (B),reordered fastlz col-order (B),reordered fastlz row-order (B),standard fastlz ratio,decomposed fastlz col-order ratio,decomposed fastlz row-order ratio,reordered fastlz col-order ratio,reordered fastlz row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
tpcxbb_web_f64,986782672,8,123347834,"( (3,1,2,), (0,), (4,), (6,), (5,), (7,), )",-1,601151395,704588717,893578950,704590661,893579942,1.641487785285768,1.4005087623337573,1.1043038469068682,1.4005048982617725,1.104302620973558,4.928496239358453,17.641660326923695,"(4.552180746174869,4.552179115718155,5.417655700674019,7.386403872541214,7.770544293156859,0.644644694252772,)","(57,19,16,7,12,74,)","(6.755962438167608e-08,2.0267887314502824e-07,2.075431661005089e-06,2.075431661005089e-06,2.075431661005089e-06,4.053577462900565e-08,)"
