dataset name,original size,type width,Dimension,decomposition,chunk no,standard fastlz compressed size (B),decomposed fastlz col-order (B),decomposed fastlz row-order (B),reordered fastlz col-order (B),reordered fastlz row-order (B),standard fastlz ratio,decomposed fastlz col-order ratio,decomposed fastlz row-order ratio,reordered fastlz col-order ratio,reordered fastlz row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
astro_pt_f64,671088632,8,83886079,"( (0,1,2,3,4,5,), (6,), (7,), )",-1,671129611,529111235,520304996,529132705,520326586,0.9999389402593354,1.2683318508630799,1.2897985549998447,1.268280387242365,1.2897450371678683,7.064884129749361,26.32192147349563,"(7.999993643281495,7.076691987091616,1.4424191912143047,)","(4,317,458,)","(5.086263081466314e-07,3.0517578488797887e-06,9.53674327774934e-08,)"
