Dataset,FeatureScenario,Metric,BestMetricValue,DecomposedRatio,k,config
tpcds_catalog_f32,Entropy,DaviesBouldin,0.0745050053233536,1.446865560344759,3,"(2,3)|(1)|(4)"
tpcds_catalog_f32,Entropy,CalinskiHarabasz,60.05171591790315,1.446865560344759,3,"(2,3)|(1)|(4)"
tpcds_catalog_f32,Entropy,GapStatistic,-0.3198471686499577,1.446865560344759,3,"(2,3)|(1)|(4)"
tpcds_catalog_f32,Frequency,Silhouette,0.4130666423117914,1.3755261832265335,2,"(1,2,3)|(4)"
tpcds_catalog_f32,Frequency,DaviesBouldin,0.1059936110219895,1.446865560344759,3,"(2,3)|(1)|(4)"
tpcds_catalog_f32,Frequency,CalinskiHarabasz,50.9836726550731,1.446865560344759,3,"(2,3)|(1)|(4)"
tpcds_catalog_f32,Frequency,GapStatistic,-0.5869390909426899,1.446865560344759,3,"(2,3)|(1)|(4)"
tpcds_store_f32,All_Features,Silhouette,0.7073562700922588,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,All_Features,DaviesBouldin,0.1367645831850991,1.545528283455488,3,"(2,3)|(1)|(4)"
tpcds_store_f32,All_Features,CalinskiHarabasz,24.05762337881768,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,All_Features,GapStatistic,0.1691588108734757,1.545528283455488,3,"(2,3)|(1)|(4)"
tpcds_store_f32,Entropy,Silhouette,0.7082602702244869,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,Entropy,DaviesBouldin,0.1359700085758921,1.545528283455488,3,"(2,3)|(1)|(4)"
tpcds_store_f32,Entropy,CalinskiHarabasz,24.18929779069073,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,Entropy,GapStatistic,-0.5371651158260171,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,Frequency,Silhouette,0.4864450887174377,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,Frequency,DaviesBouldin,0.2645778599092781,1.545528283455488,3,"(2,3)|(1)|(4)"
tpcds_store_f32,Frequency,CalinskiHarabasz,8.536459625893864,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_store_f32,Frequency,GapStatistic,-1.190246782113097,1.4292158812477105,2,"(2,3)|(1,4)"
tpcds_web_f32,All_Features,Silhouette,0.7227844045475971,1.323686146752615,2,"(2,3)|(1,4)"
tpcds_web_f32,All_Features,DaviesBouldin,0.0723043235157984,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,All_Features,CalinskiHarabasz,64.2219583656795,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,All_Features,GapStatistic,0.8675536152296702,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,Entropy,Silhouette,0.7232216937516972,1.323686146752615,2,"(2,3)|(1,4)"
tpcds_web_f32,Entropy,DaviesBouldin,0.0721602493714074,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,Entropy,CalinskiHarabasz,64.43817026172086,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,Entropy,GapStatistic,-0.0765466467232856,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,Frequency,Silhouette,0.4204930493753857,1.3744387424435285,2,"(1,2,3)|(4)"
tpcds_web_f32,Frequency,DaviesBouldin,0.0964443700970803,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,Frequency,CalinskiHarabasz,62.54755660836389,1.446960151134537,3,"(2,3)|(1)|(4)"
tpcds_web_f32,Frequency,GapStatistic,-0.6207021715776806,1.446960151134537,3,"(2,3)|(1)|(4)"
ts_gas_f32,All_Features,Silhouette,0.574808028056025,3.809428620647514,2,"(1,2,3)|(4)"
ts_gas_f32,All_Features,DaviesBouldin,0.0335270960190819,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,All_Features,CalinskiHarabasz,1004.45496555855,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,All_Features,GapStatistic,1.9498471941055115,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,Entropy,Silhouette,0.7184341755912558,3.809428620647514,2,"(1,2,3)|(4)"
ts_gas_f32,Entropy,DaviesBouldin,0.0255657858680004,3.809428620647514,2,"(1,2,3)|(4)"
ts_gas_f32,Entropy,CalinskiHarabasz,7199.794403192487,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,Entropy,GapStatistic,1.5793442699176836,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,Frequency,Silhouette,0.6988538393614981,3.809428620647514,2,"(1,2,3)|(4)"
ts_gas_f32,Frequency,DaviesBouldin,0.0008629540324204,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,Frequency,CalinskiHarabasz,12360704.992167955,5.146632349772964,3,"(1,2)|(3)|(4)"
ts_gas_f32,Frequency,GapStatistic,5.650608876944856,5.146632349772964,3,"(1,2)|(3)|(4)"
turbulence_f32,All_Features,Silhouette,0.747544872025231,1.2509021555115474,2,"(1,2,3)|(4)"
turbulence_f32,All_Features,DaviesBouldin,0.0011185822254294,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,All_Features,CalinskiHarabasz,2789755777.2825723,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,All_Features,GapStatistic,9.5076068284991,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,Entropy,Silhouette,0.7475220050622894,1.2509021555115474,2,"(1,2,3)|(4)"
turbulence_f32,Entropy,DaviesBouldin,6.428591634188278e-05,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,Entropy,CalinskiHarabasz,826887233413.061,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,Entropy,GapStatistic,11.159669468094776,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,Frequency,Silhouette,0.7378780483076162,1.2509021555115474,2,"(1,2,3)|(4)"
turbulence_f32,Frequency,DaviesBouldin,0.0008998383178986,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,Frequency,CalinskiHarabasz,181386008.56832916,1.2509013782890934,3,"(1,2)|(3)|(4)"
turbulence_f32,Frequency,GapStatistic,6.379880391806684,1.2509013782890934,3,"(1,2)|(3)|(4)"
wave_f32,All_Features,Silhouette,0.7454987793651906,1.5240716779651569,2,"(1,2,3)|(4)"
wave_f32,All_Features,DaviesBouldin,0.0038609287666385,1.5240716779651569,2,"(1,2,3)|(4)"
wave_f32,All_Features,CalinskiHarabasz,2009068.5739966345,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,All_Features,GapStatistic,5.714788701574816,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,Entropy,Silhouette,0.7463615708452895,1.5240716779651569,2,"(1,2,3)|(4)"
wave_f32,Entropy,DaviesBouldin,0.0001138364800432,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,Entropy,CalinskiHarabasz,122656462380.25436,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,Entropy,GapStatistic,9.774745216156544,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,Frequency,Silhouette,0.726036574401619,1.5240716779651569,2,"(1,2,3)|(4)"
wave_f32,Frequency,DaviesBouldin,0.0020449726499869,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,Frequency,CalinskiHarabasz,9313154.661183942,1.9200710055867476,3,"(1,2)|(3)|(4)"
wave_f32,Frequency,GapStatistic,5.732412135828851,1.9200710055867476,3,"(1,2)|(3)|(4)"
