dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed huffman_compress compressed size (B),reordered huffman_compress compressed size (B),standard huffman_compress compressed size (B),decomposed zstd compressed size (B),reordered zstd compressed size (B),standard zstd compressed size (B),decomposed zlib compressed size (B),reordered zlib compressed size (B),standard zlib compressed size (B),decomposed bz2 compressed size (B),reordered bz2 compressed size (B),standard bz2 compressed size (B),decomposed snappy compressed size (B),reordered snappy compressed size (B),standard snappy compressed size (B),decomposed fastlz compressed size (B),reordered fastlz compressed size (B),standard fastlz compressed size (B),decomposed rle compressed size (B),reordered rle compressed size (B),standard rle compressed size (B),WE,entropy word,entropy list,max rep,unique ratio
citytemp_f32,11625300,4,2906325,"( (0,1,2,), (3,), )",-1,6047611,7052810,7052810,4369991,4363764,4363764,4187981,4429315,4429315,3045978,2958398,2958398,6966856,7241687,7241687,6579981,6975207,6975207,14143700,19613524,19613524,4.018661944469156,9.429035680985953,"(5.1429558828350315,0.645780129371529,)","(12,5505,)","(2.9361249458795328e-05,4.473002847238351e-06,)"
citytemp_f32,11625300,4,2906325,"( (0,3,2,1,), )",-1,7052810,7052810,7052810,4728897,4728897,4363764,4934687,4934687,4429315,2953552,2953552,2958398,7505249,7505249,7241687,7717903,7717903,6975207,22362900,22362900,19613524,4.810124645121107,9.429035680985953,"(4.810124645121107,)","(7,)","(2.2020937094096496e-05,)"
citytemp_f32,11625300,4,2906325,"( (0,2,1,3,), )",-1,7052810,7052810,7052810,4848982,4848982,4363764,4834827,4834827,4429315,2959243,2959243,2958398,7338663,7338663,7241687,7299864,7299864,6975207,23163784,23163784,19613524,4.810124645121107,9.429035680985953,"(4.810124645121107,)","(7,)","(2.2020937094096496e-05,)"
citytemp_f32,11625300,4,2906325,"( (1,), (2,0,3,), )",-1,6411175,7052810,7052810,5330807,4850225,4363764,5107618,4835029,4429315,3806926,2961304,2958398,8137401,7344977,7241687,8214776,7303447,6975207,21928570,23163784,19613524,4.326559251063804,9.429035680985953,"(2.319201665715632,4.995678446179861,)","(3002,5,)","(1.7203857104762889e-06,2.9361249458795328e-05,)"
citytemp_f32,11625300,4,2906325,"( (0,), (2,1,3,), )",-1,6408701,7052810,7052810,5323186,4848982,4363764,5107076,4834827,4429315,3807280,2959243,2958398,8212122,7338663,7241687,8162440,7299864,6975207,21919864,23163784,19613524,4.324768085174219,9.429035680985953,"(2.319201665715632,4.993290224993748,)","(3002,5,)","(1.7203857104762889e-06,2.9361249458795328e-05,)"
citytemp_f32,11625300,4,2906325,"( (2,3,), (0,1,), )",-1,5755889,7052810,7052810,4120035,4399894,4363764,4069528,4428161,4429315,3155659,2937229,2958398,6992836,6982428,7241687,7249891,6958602,6975207,18822268,19634542,19613524,3.8669597173781938,9.429035680985953,"(5.02801015719418,2.7059092775622076,)","(9,6004,)","(4.404187418819299e-05,1.204269997333402e-06,)"
citytemp_f32,11625300,4,2906325,"( (2,0,3,1,), )",-1,7052810,7052810,7052810,4391933,4391933,4363764,4299974,4299974,4429315,2944449,2944449,2958398,6936501,6936501,7241687,6966087,6966087,6975207,23184802,23184802,19613524,4.810124645121105,9.429035680985953,"(4.810124645121105,)","(6,)","(2.2020937094096496e-05,)"
citytemp_f32,11625300,4,2906325,"( (1,2,), (0,3,), )",-1,6110324,7052810,7052810,5291504,4850225,4363764,5077067,4835029,4429315,3957444,2961304,2958398,8104762,7344977,7241687,8322331,7303447,6975207,23176058,23163784,19613524,4.155718813318254,9.429035680985953,"(5.829213434415731,2.4822241922207766,)","(9,3,)","(4.404187418819299e-05,2.9246557078096907e-06,)"
citytemp_f32,11625300,4,2906325,"( (1,), (2,), (3,0,), )",-1,5514869,7052810,7052810,4986779,4872042,4363764,4681524,4873588,4429315,4099873,2985047,2958398,6943012,7454979,7241687,7222436,7587051,6975207,21565576,22362900,19613524,3.693217217321177,9.429035680985953,"(2.319201665715632,7.4892188191275215,2.4822241922207766,)","(3002,3002,3,)","(1.7203857104762889e-06,8.808374837638598e-05,2.9246557078096907e-06,)"
citytemp_f32,11625300,4,2906325,"( (0,), (3,2,1,), )",-1,6408701,7052810,7052810,5325638,4728897,4363764,5102319,4934687,4429315,3768193,2953552,2958398,8190727,7505249,7241687,8171327,7717903,6975207,21919438,22362900,19613524,4.324768085174219,9.429035680985953,"(2.319201665715632,4.993290224993748,)","(3002,5,)","(1.7203857104762889e-06,2.9361249458795328e-05,)"
citytemp_f32,11625300,4,2906325,"( (0,2,), (1,3,), )",-1,6112854,7052810,7052810,5292261,4848982,4363764,5078062,4834827,4429315,3956669,2959243,2958398,8105414,7338663,7241687,8331201,7299864,6975207,23186236,23163784,19613524,4.157509979207839,9.429035680985953,"(5.832795766194902,2.4822241922207766,)","(8,3,)","(4.404187418819299e-05,2.9246557078096907e-06,)"
citytemp_f32,11625300,4,2906325,"( (0,1,3,2,), )",-1,7052810,7052810,7052810,4431636,4431636,4363764,4330936,4330936,4429315,2943568,2943568,2958398,7130917,7130917,7241687,6780044,6780044,6975207,19635798,19635798,19613524,4.810124645121107,9.429035680985953,"(4.810124645121107,)","(7,)","(2.2020937094096496e-05,)"
citytemp_f32,11625300,4,2906325,"( (0,), (1,), (2,3,), )",-1,5544723,7052810,7052810,5088224,4363764,4363764,4901437,4429315,4429315,4002620,2958398,2958398,7522551,7241687,7241687,7959407,6975207,6975207,20684216,19613524,19613524,3.6736059114549064,9.429035680985953,"(2.319201665715632,2.319201665715632,5.02801015719418,)","(3002,3002,9,)","(1.7203857104762889e-06,1.7203857104762889e-06,4.404187418819299e-05,)"
citytemp_f32,11625300,4,2906325,"( (2,3,1,0,), )",-1,7052810,7052810,7052810,4397689,4397689,4363764,4428161,4428161,4429315,2937225,2937225,2958398,6974177,6974177,7241687,6994224,6994224,6975207,19635154,19635154,19613524,4.810124645121105,9.429035680985953,"(4.810124645121105,)","(6,)","(2.2020937094096496e-05,)"
citytemp_f32,11625300,4,2906325,"( (0,), (2,3,1,), )",-1,6408701,7052810,7052810,5323167,4865440,4363764,5090956,4873632,4429315,3822913,2983789,2958398,8196634,7448772,7241687,8154883,7592593,6975207,21940448,22371606,19613524,4.324768085174219,9.429035680985953,"(2.319201665715632,4.993290224993748,)","(3002,4,)","(1.7203857104762889e-06,2.9361249458795328e-05,)"
