8,16,32
4.546419052581337,6.1644950491685595,8.133067168121446
4.5353253665225415,6.146759957895863,8.077768691043932
4.547442913258836,6.30552594749905,8.263887699822872
4.567884702181949,6.293808768995026,8.32741481392146
4.583515951735694,6.341412027027076,8.333029456364079
4.601710897981228,6.363224898046536,8.224428183059654
4.524621631935009,6.129530169361576,8.096567826186249
4.538820407384342,6.14556507883328,7.974720974863278
4.6034330155321115,6.2769944759388725,8.07632284520988
4.532722294217833,6.168842028124281,7.984171684124417
4.5616016806289945,6.186318056907452,7.876460556540442
4.545173509678845,6.180895971880092,7.951688824285396
4.567554841512284,6.243202224749357,7.993823010802808
4.574377270724638,6.265196389032013,8.060915491660342
4.600194156302383,6.351615544325485,8.26890891383527
4.557136113243024,6.263134784131568,8.171132386871573
