0,1,2,3,4
4.546419052581338,2.3144479486200424,1.7318652206226286,1.5309995182712375,1.48228953670959
4.5353253665225415,2.2917703054887086,1.7171574183106948,1.5143293805845177,1.46237382091939
4.547442913258837,2.3884537239227215,1.7566686065046069,1.5553038712569633,1.5088317225949255
4.56788470218195,2.3925983671243776,1.77023519460977,1.5740867344872058,1.5241225487477568
4.583515951735696,2.3915378440361126,1.7754199857350956,1.5774301511492321,1.5277015899678348
4.601710897981227,2.3882444721142373,1.7561881894957365,1.5479907721525756,1.4942587137170344
4.52462163193501,2.315150054509921,1.7159343208411402,1.5187018403914645,1.4601236136413411
4.538820407384342,2.2841067817077945,1.6959090155114915,1.491843337459746,1.4294871229242707
4.6034330155321115,2.3254368964725773,1.7216165879844096,1.5149256068049912,1.4587904357897554
4.532722294217833,2.284554480519255,1.702385194842867,1.4915183444132423,1.4425877014310342
4.5616016806289945,2.2523676290251338,1.6786546588974718,1.468749524085852,1.4195119559158482
4.545173509678845,2.2604197057813296,1.6914811991854612,1.4843139801793048,1.4360158135479542
4.567554841512284,2.2911349041537643,1.706309940587763,1.4978724621664232,1.4417604278055454
4.574377270724638,2.3161280463683735,1.7170141569981412,1.5107467641884929,1.4604770583078694
4.600194156302384,2.3853500288114637,1.7669651939014321,1.5630378959144076,1.50747048407417
4.557136113243024,2.3479458106011397,1.7450342442230578,1.5364716770599687,1.4882225676985443
