DatasetName,FullEntropy,ConditionalEntropy,EntropyRatio,CompRatioFull,CompRatioChunk,CompRatioRatio
astro_mhd_f64,1.4811828892632861,0.509893270271297,2.9048880925123775,27.7526,29.78,0.9319207521826729
astro_pt_f64,7.6511603632762775,7.999993300730101,0.9563958463037727,1.04798,1.28777,0.8137943887495437
msg_bt_f64,7.565735872645673,7.827792489748025,0.9665222835881809,1.13069,1.34627,0.8398686741886843
num_brain_f64,7.502112859353023,7.999966675789587,0.9377680137164539,1.06403,1.23103,0.8643412426992031
num_control_f64,7.785477574542744,7.9983579257751884,0.9733844930161947,1.0569,1.15219,0.9172966264244612
nyc_taxi2015_f64,4.908484420023466,2.4037171195229186,2.042039131874921,2.95416,2.75653,1.0716952110080427
phone_gyro_f64,7.46021053573337,7.714094713650337,0.9670882731751126,2.85479,2.58862,1.102823125835387
tpch_order_f64,6.7061982260038695,4.6438518357549,1.444102538838584,1.8637,2.10211,0.8865853832577743
tpcxbb_store_f64,6.025990953367246,4.497986955176681,1.3397084103216446,2.47032,2.61672,0.9440520957534624
tpcxbb_web_f64,6.110776173270358,4.552178859226498,1.342384902316579,2.38202,2.5414,0.9372865349807192
wesad_chest_f64,4.645564788079865,1.1361839542932082,4.088743526544304,3.34363,3.32312,1.0061719107344906
