DatasetName,FullEntropy,ConditionalEntropy,EntropyRatio,CompRatioFull,CompRatioChunk,CompRatioRatio
acs_wht_f32,6.56999710719202,5.6088929849398435,1.1713536209075104,1.16632,1.47417,0.7911706248261734
citytemp_f32,4.202024245985835,2.319200210174902,1.8118419563565582,1.97365,1.98893,0.992317477236504
g24_78_usb2_f32,7.591390647849912,7.999998053765522,0.9489240618348297,0.996261,1.13566,0.8772528749801878
hdr_night_f32,5.533130141844132,4.967903590786439,1.1137756682931552,2.1782,3.11889,0.6983894911330634
hdr_palermo_f32,4.464309519446837,2.5528238672880077,1.7487730260801329,2.39076,3.84444,0.6218747073696039
hst_wfc3_ir_f32,5.79417444756258,6.1252359096707885,0.9459512307786359,1.52645,1.95616,0.7803298298707673
hst_wfc3_uvis_f32,5.608709219517948,5.8737104626743575,0.9548835025423177,1.61038,1.82314,0.8833002402448522
jw_mirimage_f32,7.602476636646198,7.999124711152108,0.9504135653801076,0.998813,1.31677,0.7585326214904653
rsim_f32,6.459359307413389,6.751555170185373,0.9567216951640548,1.35789,1.72923,0.7852570219114866
solar_wind_f32,6.035442271024224,4.542095848512307,1.328779152249955,1.34268,1.24367,1.0796111508679955
spitzer_irac_f32,6.992361583969162,7.134259228277673,0.9801103885115249,0.996218,1.10105,0.9047890649834249
tpcds_catalog_f32,6.063598582373443,4.5129687097894395,1.3435941998047556,1.11292,1.18991,0.9352976275516635
tpcds_store_f32,5.68625738055737,4.24060102170153,1.3409083645119186,1.25281,1.30548,0.9596546863988724
tpcds_web_f32,6.0676900837373555,4.51874242934817,1.342782904449064,1.11312,1.19052,0.934986392500756
tpch_lineitem_f32,4.988610154461835,3.013531159023927,1.6554035419622573,2.0164,1.92254,1.0488208307759528
ts_gas_f32,7.46455019288189,7.719281981234927,0.9670005851616416,2.20833,2.01602,1.0953909187408855
turbulence_f32,7.54346010811328,7.999964932877901,0.9429366467734756,0.996271,1.20655,0.8257187849653972
wave_f32,7.609065016180414,7.9999922224116435,0.9511340517136925,1.07685,1.65645,0.6500950828579191
