dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed zstd compressed size (B),decomposed row-ordered zstd compressed size (B),reordered zstd compressed size (B),reordered row-based zstd compressed size (B),standard zstd compressed size (B),standard zstd compression ratio,decomposed zstd compression ratio,decomposed row-ordered zstd compression ratio,reordered zstd compression ratio,reordered row-based zstd compression ratio,WE,entropy word,entropy list,max rep,unique ratio,decomposition_canonical
num_control_f64,159504736,8,19938092,"( (6,), (1,4,2,3,5,0,), (7,), )",-1,138977032,139197521,138970119,139208795,150746904,1.0580962644513083,1.1477057302533271,1.145887763331647,1.1477628223085856,1.145794962164567,7.332543883936446,24.13166514517753,"(7.952263834269836,7.998366726568024,2.717886877813584,)","(3072,2286,27136,)","(1.283974414402341e-05,2.139957357337235e-06,6.520182573136888e-07,)","((6),(1,4,2,3,5,0),(7))"
