dataset name,original size,type width,Dimension,decomposition,chunk no,standard huffman_compress compressed size (B),decomposed huffman_compress col-order (B),decomposed huffman_compress row-order (B),reordered huffman_compress col-order (B),reordered huffman_compress row-order (B),standard huffman_compress ratio,decomposed huffman_compress col-order ratio,decomposed huffman_compress row-order ratio,reordered huffman_compress col-order ratio,reordered huffman_compress row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
astro_pt_f64,671088632,8,83886079,"( (0,1,2,3,4,5,), (6,), (7,), )",-1,645975344,595184084,595184084,645975344,645975344,1.0388765426316333,1.1275312126794035,1.1275312126794035,1.0388765426316333,1.0388765426316333,7.064884129749361,26.32192147349563,"(7.999993643281495,7.076691987091616,1.4424191912143047,)","(4,317,458,)","(5.086263081466314e-07,3.0517578488797887e-06,9.53674327774934e-08,)"
