dataset name,original size,type width,Dimension,decomposition,chunk no,standard zstd compressed size (B),decomposed zstd col-order (B),decomposed zstd row-order (B),reordered zstd col-order (B),reordered zstd row-order (B),standard zstd ratio,decomposed zstd col-order ratio,decomposed zstd row-order ratio,reordered zstd col-order ratio,reordered zstd row-order ratio,standard snappy compressed size (B),decomposed snappy col-order (B),decomposed snappy row-order (B),reordered snappy col-order (B),reordered snappy row-order (B),standard snappy ratio,decomposed snappy col-order ratio,decomposed snappy row-order ratio,reordered snappy col-order ratio,reordered snappy row-order ratio,standard blosc compressed size (B),decomposed blosc col-order (B),decomposed blosc row-order (B),reordered blosc col-order (B),reordered blosc row-order (B),standard blosc ratio,decomposed blosc col-order ratio,decomposed blosc row-order ratio,reordered blosc col-order ratio,reordered blosc row-order ratio,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,standard fastlz compressed size (B),decomposed fastlz col-order (B),decomposed fastlz row-order (B),reordered fastlz col-order (B),reordered fastlz row-order (B),standard fastlz ratio,decomposed fastlz col-order ratio,decomposed fastlz row-order ratio,reordered fastlz col-order ratio,reordered fastlz row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
solar_wind_f32,423980532,4,105995133,"( (0,), (1,2,), (3,), )",-1,294448600,274450146,266628981,274462805,266648059,1.439913560465222,1.5448362414061168,1.5901517172283683,1.5447649891940731,1.5900379458603147,366740424,348517491,348685278,348528648,348684930,1.1560779893737594,1.2165258357147992,1.2159404447239095,1.2164868926355805,1.2159416582758538,275314913,272860387,267838143,272918897,267886537,1.5399838947336646,1.5538368784912704,1.5829729375027812,1.5535037575650175,1.582686971686076,203030276,258016966,268156113,258041956,268187751,2.0882625998104833,1.643227337228669,1.5810959043846224,1.6430681993435208,1.5809093831433039,400860024,350460916,350569129,350482834,350577542,1.057677260429441,1.2097797861145807,1.209406353632467,1.2097041306165655,1.209377330850246,5.721930374013265,14.055260454263976,"(4.713662798439065,7.3411752890928055,3.4917081194283854,)","(6,8,12,)","(7.736204265152439e-07,1.2076026169994051e-06,2.2642549068738846e-07,)"
