dataset name,original size,type width,Dimension,decomposition,chunk no,standard zstd compressed size (B),decomposed zstd col-order (B),decomposed zstd row-order (B),reordered zstd col-order (B),reordered zstd row-order (B),standard zstd ratio,decomposed zstd col-order ratio,decomposed zstd row-order ratio,reordered zstd col-order ratio,reordered zstd row-order ratio,standard snappy compressed size (B),decomposed snappy col-order (B),decomposed snappy row-order (B),reordered snappy col-order (B),reordered snappy row-order (B),standard snappy ratio,decomposed snappy col-order ratio,decomposed snappy row-order ratio,reordered snappy col-order ratio,reordered snappy row-order ratio,standard blosc compressed size (B),decomposed blosc col-order (B),decomposed blosc row-order (B),reordered blosc col-order (B),reordered blosc row-order (B),standard blosc ratio,decomposed blosc col-order ratio,decomposed blosc row-order ratio,reordered blosc col-order ratio,reordered blosc row-order ratio,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,standard fastlz compressed size (B),decomposed fastlz col-order (B),decomposed fastlz row-order (B),reordered fastlz col-order (B),reordered fastlz row-order (B),standard fastlz ratio,decomposed fastlz col-order ratio,decomposed fastlz row-order ratio,reordered fastlz col-order ratio,reordered fastlz row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
turbulence_f32,67108860,4,16777215,"( (0,1,), (2,), (3,), )",-1,61426519,53597058,53597058,53596705,53596705,1.0925063163680169,1.252099695472091,1.252099695472091,1.2521079420833798,1.2521079420833798,67111957,55991627,55991627,55991428,55991428,0.9999538532306546,1.1985517048825889,1.1985517048825889,1.1985559646737354,1.1985559646737354,61435204,53401716,53401716,53404730,53404730,1.0923518704357196,1.2566798415241938,1.2566798415241938,1.2566089183486182,1.2566089183486182,62906125,51998571,52000063,52015090,52016537,1.0668096310176474,1.290590466418779,1.290553436444875,1.290180599514487,1.2901447091720082,67112975,57144013,57144013,57142708,57142708,0.9999386854777337,1.1743812952023513,1.1743812952023513,1.1744081152051806,1.1744081152051806,6.545681733940446,23.73246075605471,"(7.999993455455316,7.971160748720068,2.211579276131084,)","(3,9,90,)","(7.629394985997378e-06,1.5258789971994756e-05,8.940697249215677e-07,)"
turbulence_f32,67108860,4,16777215,"( (0,1,2,), (3,), )",-1,61426519,53597048,53597048,53596705,53596705,1.0925063163680169,1.2520999290856467,1.2520999290856467,1.2521079420833798,1.2521079420833798,67111957,55991607,55991617,55991418,55991428,0.9999538532306546,1.1985521330009334,1.198551918941723,1.198556178734391,1.1985559646737354,61435204,53401700,53401700,53404730,53404730,1.0923518704357196,1.256680218045493,1.256680218045493,1.2566089183486182,1.2566089183486182,62906125,52972488,52012643,52974837,52016537,1.0668096310176474,1.2668625268271334,1.2902412976783357,1.266806351853428,1.2901447091720082,67112975,57143994,57143994,57142708,57142708,0.9999386854777337,1.1743816856763634,1.1743816856763634,1.1744081152051806,1.1744081152051806,6.550450959245596,23.73246075605471,"(7.996741520283767,2.211579276131084,)","(4,90,)","(5.086263323998252e-06,8.940697249215677e-07,)"
