dataset name,original size,type width,Dimension,decomposition,chunk no,standard zstd compressed size (B),decomposed zstd col-order (B),decomposed zstd row-order (B),reordered zstd col-order (B),reordered zstd row-order (B),standard zstd ratio,decomposed zstd col-order ratio,decomposed zstd row-order ratio,reordered zstd col-order ratio,reordered zstd row-order ratio,standard snappy compressed size (B),decomposed snappy col-order (B),decomposed snappy row-order (B),reordered snappy col-order (B),reordered snappy row-order (B),standard snappy ratio,decomposed snappy col-order ratio,decomposed snappy row-order ratio,reordered snappy col-order ratio,reordered snappy row-order ratio,standard blosc compressed size (B),decomposed blosc col-order (B),decomposed blosc row-order (B),reordered blosc col-order (B),reordered blosc row-order (B),standard blosc ratio,decomposed blosc col-order ratio,decomposed blosc row-order ratio,reordered blosc col-order ratio,reordered blosc row-order ratio,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,standard fastlz compressed size (B),decomposed fastlz col-order (B),decomposed fastlz row-order (B),reordered fastlz col-order (B),reordered fastlz row-order (B),standard fastlz ratio,decomposed fastlz col-order ratio,decomposed fastlz row-order ratio,reordered fastlz col-order ratio,reordered fastlz row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
wave_f32,536870908,4,134217727,"( (0,1,), (2,), (3,), )",-1,428316631,286175041,301836158,286208690,301856539,1.2534439924654712,1.8760228219902657,1.7786832152826435,1.8758022616294425,1.778563120675017,530592918,369747012,369745343,369775784,369774115,1.0118320275055008,1.4519952577737125,1.4520018119606175,1.451882279019115,1.4518888321861037,456605828,323637359,319928316,323656755,319931328,1.1757863677552534,1.6588656812021507,1.6780975023167377,1.658766269222467,1.6780817038336426,422355489,277312661,270801668,277344359,270830009,1.2711351503235702,1.9359769080287321,1.9825243764746678,1.9357556430415808,1.9823169152573488,520490084,352492189,345212754,352552589,345273151,1.031471923296045,1.5230717864219114,1.5551885084755588,1.5228108507806193,1.5549164667020403,6.9308282670797805,25.266672744409803,"(7.99999719826996,7.977070282103345,3.746248389675856,)","(5,142,314,)","(9.536743235116774e-07,1.9073486470233547e-06,2.831220647925292e-07,)"
wave_f32,536870908,4,134217727,"( (0,1,2,), (3,), )",-1,428316631,384109039,301836427,384139019,301856539,1.2534439924654712,1.3977044367341744,1.7786816301002661,1.3975953533634655,1.778563120675017,530592918,412794040,369752038,412816117,369774115,1.0118320275055008,1.3005781478821739,1.4519755209571015,1.3005085942417312,1.4518888321861037,456605828,385071674,319929555,385073447,319931328,1.1757863677552534,1.3942103360217557,1.6780910035023178,1.3942039166361944,1.6780817038336426,422355489,371343447,270828112,371351951,270830009,1.2711351503235702,1.4457530147287074,1.9823308002826532,1.4457199068276876,1.9823169152573488,520490084,399699483,345214562,399758072,345273151,1.031471923296045,1.3431863958653156,1.5551803634517596,1.342989536931727,1.5549164667020403,6.93460719911992,25.266672744409803,"(7.997393468934609,3.746248389675856,)","(5,314,)","(6.357828823411182e-07,2.831220647925292e-07,)"
