dataset name,original size,type width,Dimension,decomposition,chunk no,standard zstd compressed size (B),decomposed zstd col-order (B),decomposed zstd row-order (B),reordered zstd col-order (B),reordered zstd row-order (B),standard zstd ratio,decomposed zstd col-order ratio,decomposed zstd row-order ratio,reordered zstd col-order ratio,reordered zstd row-order ratio,standard snappy compressed size (B),decomposed snappy col-order (B),decomposed snappy row-order (B),reordered snappy col-order (B),reordered snappy row-order (B),standard snappy ratio,decomposed snappy col-order ratio,decomposed snappy row-order ratio,reordered snappy col-order ratio,reordered snappy row-order ratio,standard blosc compressed size (B),decomposed blosc col-order (B),decomposed blosc row-order (B),reordered blosc col-order (B),reordered blosc row-order (B),standard blosc ratio,decomposed blosc col-order ratio,decomposed blosc row-order ratio,reordered blosc col-order ratio,reordered blosc row-order ratio,standard bz2 compressed size (B),decomposed bz2 col-order (B),decomposed bz2 row-order (B),reordered bz2 col-order (B),reordered bz2 row-order (B),standard bz2 ratio,decomposed bz2 col-order ratio,decomposed bz2 row-order ratio,reordered bz2 col-order ratio,reordered bz2 row-order ratio,standard huffman_compress compressed size (B),decomposed huffman_compress col-order (B),decomposed huffman_compress row-order (B),reordered huffman_compress col-order (B),reordered huffman_compress row-order (B),standard huffman_compress ratio,decomposed huffman_compress col-order ratio,decomposed huffman_compress row-order ratio,reordered huffman_compress col-order ratio,reordered huffman_compress row-order ratio,standard fastlz compressed size (B),decomposed fastlz col-order (B),decomposed fastlz row-order (B),reordered fastlz col-order (B),reordered fastlz row-order (B),standard fastlz ratio,decomposed fastlz col-order ratio,decomposed fastlz row-order ratio,reordered fastlz col-order ratio,reordered fastlz row-order ratio,standard rle compressed size (B),decomposed rle col-order (B),decomposed rle row-order (B),reordered rle col-order (B),reordered rle row-order (B),standard rle ratio,decomposed rle col-order ratio,decomposed rle row-order ratio,reordered rle col-order ratio,reordered rle row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
rsim_f32,94281724,4,23570431,"( (0,1,), (2,), (3,), )",-1,63568746,49776859,49928582,49777742,49929460,1.4831458842998098,1.894087451359677,1.8883316974633888,1.894053852422635,1.8882984915118248,71511324,56311545,56469201,56313772,56471432,1.31841670278682,1.6742876438570458,1.669613210925368,1.6742214320148898,1.6695472500148394,64098091,50255077,50339366,50256156,50340441,1.4708975342182968,1.8760636661645151,1.8729223566303954,1.8760233870652583,1.8728823611219456,65067153,49026104,49256569,49041552,49276901,1.4489910754201893,1.9230923183290274,1.9140944226139665,1.922486547734052,1.913304653634773,74754590,69192448,69192448,74754590,74754590,1.2612165219553741,1.3626013636632714,1.3626013636632714,1.2612165219553741,1.2612165219553741,70343040,54989619,55174454,54993342,55178188,1.3403134695344414,1.7145367746592315,1.7087930584686892,1.7144207020551687,1.7086774215927496,140199412,110258668,110497106,110258668,110497106,0.6724830201142356,0.8550958007219895,0.8532506181655111,0.8550958007219895,0.8532506181655111,5.831700407806107,18.49633411327401,"(6.751592197585234,6.7164776811353395,3.107139554918616,)","(3391330,1695665,11508,)","(5.430532857036004e-06,1.0861065714072008e-05,2.757692466463596e-06,)"
