dataset name,original size,type width,Dimension,decomposition,chunk no,standard zstd compressed size (B),decomposed zstd col-order (B),decomposed zstd row-order (B),reordered zstd col-order (B),reordered zstd row-order (B),standard zstd ratio,decomposed zstd col-order ratio,decomposed zstd row-order ratio,reordered zstd col-order ratio,reordered zstd row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
tpch_lineitem_f32,959776812,4,239944203,"( (0,1,2,), (3,), )",-1,396758093,373405191,462796863,373405466,462797466,2.4190478503988575,2.570336018708428,2.0738619656546806,2.570334125746301,2.073859263525008,4.644267738880147,8.874978624777324,"(5.289953752143372,2.707209699090472,)","(12,2,)","(3.5563823700018014e-07,3.750872030861275e-08,)"
