dataset name,original size,type width,Dimension,decomposition,chunk no,standard rle compressed size (B),decomposed rle col-order (B),decomposed rle row-order (B),reordered rle col-order (B),reordered rle row-order (B),standard rle ratio,decomposed rle col-order ratio,decomposed rle row-order ratio,reordered rle col-order ratio,reordered rle row-order ratio,WE,entropy word,entropy list,max rep,unique ratio
hst_wfc3_ir_f32,24015308,4,6003827,"( (0,1,), (2,), (3,), )",-1,31237514,23751782,23744908,23751782,23744908,0.7687970303910868,1.0110949991036462,1.0113877046817785,1.0110949991036462,1.0113877046817785,4.889876994383939,15.041785662586301,"(6.1252633873909055,5.982073298937283,1.3269079038166607,)","(48130,24065,24065,)","(2.131973489575899e-05,4.263946979151798e-05,2.1652855753505223e-06,)"
